unit,mean,std,n,individual_ratings,item_type
Carol era nella sala d’attesa del suo dentista con un volto ansioso. Su un divano saltò un gatto.,3.4286,0.9759,7,"[4, 3, 3, 3, 2, 5, 4]",test
Carol era nella sala d’attesa del suo dentista con un volto ansioso. Un gatto saltò su un divano.,4.5,0.5774,4,"[5, 4, 4, 5]",test
Carol era nella sala d’attesa del suo dentista quando entrò un gattino carino. Il gatto saltò su un divano.,4.8571,0.378,7,"[5, 5, 4, 5, 5, 5, 5]",test
Carol era nella sala d’attesa del suo dentista quando entrò un gattino carino. Su un divano saltò il gatto.,2.2,0.4472,5,"[2, 3, 2, 2, 2]",test
Carol era seduta su un divano nella sala d’attesa del suo dentista con un volto ansioso. Sul divano saltò un gatto.,4.3333,0.8165,6,"[4, 5, 4, 5, 3, 5]",test
Carol era seduta su un divano nella sala d’attesa del suo dentista con un volto ansioso. Un gatto saltò sul divano.,4.375,0.744,8,"[4, 5, 5, 4, 4, 3, 5, 5]",test
Carol era seduta su un divano nella sala d’attesa del suo dentista quando entrò un gattino carino. Il gatto saltò sul divano.,5.0,0.0,6,"[5, 5, 5, 5, 5, 5]",test
Carol era seduta su un divano nella sala d’attesa del suo dentista quando entrò un gattino carino. Sul divano saltò il gatto.,2.1429,1.069,7,"[2, 2, 1, 3, 2, 1, 4]",test
"Dalla sua casa, Susanna aveva una vista perfetta su un hangar della base militare vicina dove era conservato un gigantesco aereo. Dall’hangar uscì l’aereo.",4.0,0.8165,7,"[4, 5, 5, 3, 4, 4, 3]",test
"Dalla sua casa, Susanna aveva una vista perfetta su un hangar della base militare vicina dove era conservato un gigantesco aereo. L’aereo uscì dall’hangar.",4.4444,0.7265,9,"[5, 5, 5, 4, 5, 3, 4, 5, 4]",test
"Dalla sua casa, Susanna aveva una vista perfetta su un hangar della base militare vicina dove il personale dell’aeronautica stava svolgendo alcune operazioni. Dall’hangar uscì un aereo.",4.875,0.3536,8,"[5, 5, 5, 4, 5, 5, 5, 5]",test
"Dalla sua casa, Susanna aveva una vista perfetta su un hangar della base militare vicina dove il personale dell’aeronautica stava svolgendo alcune operazioni. Un aereo uscì dall’hangar.",4.6667,0.7071,9,"[5, 4, 3, 5, 5, 5, 5, 5, 5]",test
"Dalla sua casa, Susanna aveva una vista perfetta su una base militare vicina dove era conservato un gigantesco aereo. Da un hangar uscì l’aereo.",4.0,,1,[4],test
"Dalla sua casa, Susanna aveva una vista perfetta su una base militare vicina dove era conservato un gigantesco aereo. L’aereo uscì da un hangar.",4.5,0.7071,2,"[5, 4]",test
"Dalla sua casa, Susanna aveva una vista perfetta sulla base militare vicina dove il personale dell’aeronautica stava svolgendo alcune operazioni. Da un hangar uscì un aereo.",5.0,0.0,2,"[5, 5]",test
"Dalla sua casa, Susanna aveva una vista perfetta sulla base militare vicina dove il personale dell’aeronautica stava svolgendo alcune operazioni. Un aereo uscì da un hangar.",4.5,0.6742,12,"[4, 5, 4, 5, 4, 5, 5, 5, 5, 5, 3, 4]",test
Domenica scorsa andammo a visitare un piccolo villaggio famoso per una leggenda su una creatura mitica che si diceva avesse abitato la zona. In un lago viveva la creatura.,3.3333,1.3663,6,"[3, 5, 2, 3, 2, 5]",test
Domenica scorsa andammo a visitare un piccolo villaggio famoso per una leggenda su una creatura mitica che si diceva avesse abitato la zona. La creatura viveva in un lago.,4.8,0.4216,10,"[5, 5, 5, 5, 4, 5, 4, 5, 5, 5]",test
Domenica scorsa andammo a visitare un piccolo villaggio famoso per una leggenda. In un lago viveva una creatura.,3.0,1.4142,7,"[1, 5, 2, 2, 3, 4, 4]",test
Domenica scorsa andammo a visitare un piccolo villaggio famoso per una leggenda. Una creatura viveva in un lago.,4.6,0.5477,5,"[5, 5, 5, 4, 4]",test
"Domenica scorsa andammo a visitare un piccolo villaggio situato sulla riva di un lago, famoso per una leggenda su una creatura mitica che si diceva avesse abitato la zona. La creatura viveva nel lago.",4.25,0.9574,4,"[5, 5, 3, 4]",test
"Domenica scorsa andammo a visitare un piccolo villaggio situato sulla riva di un lago, famoso per una leggenda su una creatura mitica che si diceva avesse abitato la zona. Nel lago viveva la creatura.",3.8,1.3038,5,"[5, 4, 3, 2, 5]",test
"Domenica scorsa andammo a visitare un piccolo villaggio situato sulla riva di un lago, famoso per una leggenda. Nel lago viveva una creatura.",5.0,0.0,4,"[5, 5, 5, 5]",test
"Domenica scorsa andammo a visitare un piccolo villaggio situato sulla riva di un lago, famoso per una leggenda. Una creatura viveva nel lago.",4.0,1.0,9,"[3, 5, 3, 5, 5, 5, 4, 3, 3]",test
"Dopo alcuni minuti di ricerca, trovai finalmente il mio posto ma era già occupato da un bambino che parlava al telefono. Davanti al bambino sedeva una donna.",4.2857,0.9512,7,"[3, 5, 4, 5, 5, 3, 5]",test
"Dopo alcuni minuti di ricerca, trovai finalmente il mio posto ma era già occupato da un bambino che parlava al telefono. Una donna sedeva davanti al bambino.",4.1667,0.4082,6,"[4, 4, 4, 5, 4, 4]",test
"Dopo alcuni minuti di ricerca, trovai finalmente il mio posto ma era già occupato da un bambino che parlava con una donna di mezza età. Davanti al bambino sedeva la donna.",2.75,0.5,4,"[3, 3, 3, 2]",test
