unit,mean,std,n,individual_ratings,item_type
"A construtora apresentou um apartamento do qual o preço afastava os jovens consumidores, uma vez que eles costumam ter poucos rendimentos.",5.1429,1.3452,7,"[6, 5, 3, 5, 4, 7, 6]",test
"A construtora apresentou um apartamento do qual os jovens consumidores criticaram o preço, uma vez que eles costumam ter poucos rendimentos.",4.8,2.2804,5,"[5, 3, 2, 7, 7]",test
"A construtora apresentou um apartamento quem o preço afastava os jovens consumidores, uma vez que eles costumam ter poucos rendimentos.",2.4286,1.1339,7,"[3, 2, 1, 3, 3, 1, 4]",test
"A construtora apresentou um apartamento quem os jovens consumidores criticaram o preço, uma vez que eles costumam ter poucos rendimentos.",3.0,1.7321,9,"[3, 2, 2, 3, 3, 4, 2, 1, 7]",test
"A construtora apresentou um apartamento, mas o preço desse apartamento afastava os jovens consumidores, uma vez que eles costumam ter poucos rendimentos.",4.7778,1.5635,9,"[7, 4, 7, 3, 4, 6, 3, 5, 4]",test
"A construtora apresentou um apartamento, mas os jovens consumidores criticaram o preço desse apartamento, uma vez que eles costumam ter poucos rendimentos.",5.2,1.4243,15,"[3, 4, 2, 6, 5, 7, 7, 5, 6, 6, 5, 6, 4, 6, 6]",test
"A empresa conseguiu, por fim, corresponder às expectativas dos funcionários?",6.1509,1.2919,53,"[7, 7, 6, 6, 7, 5, 5, 6, 5, 7, 5, 4, 7, 7, 5, 7, 6, 7, 5, 6, 6, 7, 7, 6, 5, 7, 7, 7, 5, 2, 6, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 4, 7, 1, 7, 7, 5, 7, 7, 7, 7, 6]",filler
A empresa organizou algumas atividades das quais certos aspetos ameaçavam a saúde dos funcionários.,5.1,1.8529,10,"[7, 7, 5, 4, 4, 5, 6, 1, 5, 7]",test
A empresa organizou algumas atividades das quais os funcionários temiam certos aspectos no que respeita à sua saúde.,4.2,2.1679,5,"[4, 5, 4, 1, 7]",test
A empresa organizou algumas atividades quem certos aspetos ameaçavam a saúde dos funcionários.,2.7143,1.6375,14,"[5, 2, 4, 1, 1, 4, 1, 2, 6, 4, 1, 2, 2, 3]",test
A empresa organizou algumas atividades quem os funcionários temiam certos aspectos no que respeita à sua saúde.,1.6667,0.8165,6,"[2, 1, 2, 1, 3, 1]",test
"A empresa organizou algumas atividades, e certos aspetos dessas atividades ameaçavam a saúde dos funcionários.",6.2,0.4472,5,"[6, 6, 6, 7, 6]",test
"A empresa organizou algumas atividades, mas os funcionários temiam certos aspectos dessas atividades no que respeita à sua saúde.",5.0,2.0,12,"[7, 7, 7, 5, 6, 5, 2, 4, 7, 5, 4, 1]",test
"A empresa organizou um evento do qual a grandeza deslumbrou os jornalistas, como era de se esperar.",4.7143,1.6036,7,"[2, 6, 5, 6, 3, 5, 6]",test
