unit,mean,std,n,individual_ratings,item_type
A fire drill disrupted the lesson on American history.,5.0333,1.4735,30,"[6, 5, 7, 5, 6, 6, 7, 3, 4, 5, 6, 4, 3, 5, 6, 7, 7, 5, 6, 4, 3, 5, 2, 5, 4, 4, 6, 7, 6, 2]",test
Aaron couldn't get the catchy tune out of his mind.,3.2667,1.8925,30,"[2, 4, 7, 2, 5, 3, 6, 5, 2, 5, 4, 2, 2, 7, 2, 1, 7, 3, 3, 2, 1, 3, 1, 3, 2, 2, 1, 2, 6, 3]",test
Alan loved the cranberry sauce at dinner.,5.1667,1.5555,30,"[5, 4, 7, 7, 4, 6, 6, 6, 7, 5, 5, 5, 4, 6, 6, 6, 7, 4, 6, 5, 5, 4, 2, 7, 2, 5, 1, 7, 6, 5]",test
Alicia stayed up for two days straight to complete the project.,4.2414,1.9758,29,"[2, 4, 7, 4, 4, 4, 7, 5, 4, 4, 7, 2, 2, 7, 7, 7, 4, 4, 4, 2, 1, 3, 6, 2, 6, 1, 6, 5, 2]",test
Books can provide knowledge and act as stylish décor,3.3448,1.8761,29,"[3, 5, 7, 3, 5, 4, 1, 3, 2, 3, 3, 2, 3, 6, 1, 6, 3, 5, 3, 4, 4, 2, 1, 7, 1, 1, 6, 1, 2]",test
Bright spaces feel more open and welcoming.,4.6,1.4288,30,"[6, 6, 7, 2, 7, 5, 7, 5, 5, 5, 4, 4, 5, 6, 4, 5, 4, 4, 5, 5, 3, 3, 1, 5, 3, 4, 5, 6, 4, 3]",test
Chris was able to walk away without hesitation.,4.0,1.8194,30,"[3, 2, 7, 2, 4, 5, 6, 4, 6, 5, 6, 2, 2, 1, 3, 6, 7, 4, 3, 2, 5, 4, 4, 7, 3, 4, 2, 6, 4, 1]",test
Communities with fresh water access have fewer heath issues.,3.2,1.7301,30,"[4, 4, 7, 3, 3, 2, 6, 5, 2, 3, 5, 2, 2, 6, 5, 2, 7, 2, 3, 1, 3, 2, 2, 3, 1, 2, 1, 2, 4, 2]",test
Dinner at the hotel was accompanied by hula dancing.,5.5667,1.278,30,"[3, 5, 7, 5, 7, 5, 7, 6, 6, 7, 5, 5, 5, 3, 6, 7, 6, 5, 7, 6, 5, 5, 6, 7, 3, 6, 6, 7, 6, 3]",test
Dinner reservations doubled the following week.,3.2333,1.888,30,"[3, 4, 7, 3, 4, 2, 5, 7, 3, 2, 3, 2, 1, 4, 5, 2, 5, 4, 2, 3, 1, 1, 2, 4, 1, 7, 1, 1, 6, 2]",test
Emma acted quickly and confidently.,3.0333,1.5862,30,"[3, 2, 7, 1, 3, 4, 6, 6, 2, 2, 4, 3, 3, 4, 3, 5, 5, 3, 3, 1, 2, 4, 2, 2, 1, 3, 1, 1, 3, 2]",test
Employment rates for local residents went up.,2.2,1.4239,30,"[1, 3, 1, 2, 1, 1, 6, 4, 1, 2, 4, 2, 1, 5, 1, 2, 3, 2, 2, 1, 1, 1, 2, 4, 2, 2, 1, 1, 5, 2]",test
Everyone needs their daily caffeine hit.,3.1333,1.6132,30,"[1, 4, 1, 2, 3, 2, 6, 5, 2, 3, 4, 2, 2, 5, 5, 3, 7, 1, 4, 4, 2, 2, 3, 4, 2, 2, 1, 3, 6, 3]",test
Fans were left disappointed and searching for resales.,3.0333,2.0759,30,"[5, 6, 7, 1, 5, 2, 6, 3, 1, 5, 5, 3, 2, 3, 7, 1, 7, 3, 3, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1]",test
Flowers add beauty to a windowsill.,6.2,0.9248,30,"[6, 5, 7, 7, 7, 7, 6, 5, 5, 7, 4, 6, 7, 5, 7, 7, 7, 6, 7, 5, 6, 7, 5, 6, 7, 7, 7, 7, 6, 5]",test
Food banks offer meals to those in need.,4.7931,1.7192,29,"[6, 6, 7, 4, 6, 2, 6, 6, 3, 2, 6, 4, 5, 4, 5, 5, 4, 5, 2, 2, 3, 7, 7, 7, 3, 6, 6, 7, 3]",test
Grace greeted everyone and made lively conversation.,5.2,1.2149,30,"[4, 5, 7, 5, 6, 6, 6, 6, 5, 5, 7, 4, 4, 5, 5, 5, 7, 4, 5, 4, 4, 6, 6, 6, 2, 5, 6, 7, 6, 3]",test
Helmets guard heads during sporting events.,5.1333,1.2521,30,"[7, 6, 7, 4, 5, 5, 6, 5, 4, 3, 5, 3, 5, 4, 5, 5, 7, 5, 5, 4, 5, 5, 6, 4, 7, 7, 6, 7, 4, 3]",test
Inside the house everything was calm and peaceful.,4.4,1.7927,30,"[3, 6, 1, 2, 2, 5, 6, 6, 6, 5, 6, 3, 4, 5, 6, 2, 2, 5, 7, 3, 4, 7, 6, 4, 5, 6, 1, 3, 5, 6]",test
It started raining in the middle of the kickball game.,5.8333,1.3667,30,"[7, 7, 7, 5, 4, 7, 6, 6, 7, 7, 7, 5, 6, 5, 7, 6, 7, 5, 7, 5, 4, 4, 7, 7, 2, 6, 6, 7, 6, 3]",test
Jane solved the equation in a few minutes.,3.8,1.8828,30,"[5, 3, 7, 3, 6, 2, 5, 7, 5, 5, 6, 2, 1, 6, 1, 3, 2, 3, 3, 3, 2, 4, 2, 4, 2, 5, 2, 7, 6, 2]",test
