word,mean,std,n
ability,2.1,1.5951314818673865,20
abundance,2.7,1.4181364924121764,20
accident,2.2,1.6193277068654826,20
accomplishment,1.7,1.3374935098492586,20
accumulation,3.7,1.946506842754191,20
acquisition,2.1,1.5951314818673865,20
acre,3.0,1.4142135623730951,20
addition,3.1,2.1832697191750423,20
admiration,1.7,1.0593499054713804,20
advantage,1.8,1.3165611772087666,20
adventurer,3.3,2.202868942753374,20
adversity,1.7,1.2516655570345725,20
advice,1.6,1.2649110640673518,20
affection,2.1,1.5951314818673865,20
alley,5.0,2.160246899469287,20
alligator,6.0,1.1547005383792515,20
ally,2.6,1.4298407059684815,20
alphabet,4.2,2.5298221281347035,20
ambition,1.9,1.4491376746189437,20
ambulance,5.7,1.8287822299126943,20
amount,3.1,1.852925614624973,20
amplitude,2.1,1.911950719959998,20
anger,2.4,1.776388345929897,20
animal,5.1,2.1317702607092635,20
ankle,5.9,1.8529256146249722,20
announcement,1.8,1.2292725943057183,20
annoyance,1.8,1.2292725943057183,20
anxiety,2.0,1.632993161855452,20
apology,1.6,1.2649110640673518,20
appeal,1.7,1.3374935098492586,20
apple,6.5,0.7071067811865476,20
appointment,1.9,1.1972189997378646,20
arc,5.4,0.8432740427115664,20
arrangement,2.8,1.873795909674026,20
arrow,6.2,0.9189365834726828,20
art,4.7,2.2135943621178655,20
article,3.9,2.0789954839350235,20
artist,4.9,2.0789954839350235,20
aspect,2.1,1.5951314818673865,20
assault,2.6,1.6465452046971294,20
assistance,1.9,1.4491376746189437,20
assumption,1.7,1.2516655570345725,20
atom,2.0,1.632993161855452,20
atrocity,2.2,1.5491933384829668,20
attempt,2.2,1.3165611772087666,20
attention,2.1,1.8529256146249728,20
attitude,2.1,1.4491376746189437,20
autumn,3.2,2.250925735484551,20
availability,1.8,1.3165611772087666,20
awareness,1.7,1.2516655570345725,20
baby,5.6,1.5776212754932302,20
bag,5.8,1.2292725943057194,20
ball,6.3,1.0593499054713813,20
ballot,5.0,2.0548046676563256,20
banana,6.5,0.7071067811865476,20
band,4.6,1.8973665961010278,20
bandit,4.9,2.0789954839350235,20
bank,4.9,1.7919573407620817,20
beast,4.3,2.5407785333546005,20
beauty,4.1,2.282785822435191,20
beaver,5.7,1.4181364924121773,20
bed,6.2,0.9189365834726828,20
bedroom,4.6,2.1705094128132942,20
beetle,6.2,0.9189365834726828,20
behavior,2.3,1.4181364924121764,20
belief,1.4,0.6992058987801009,20
