word,mean,std,n
ability,4.65,1.358589757444188,24
abundance,3.29,1.7859216469465444,24
accident,2.62,1.386750490563073,20
accomplishment,4.74,1.6607421582319852,24
accumulation,2.84,1.4915758066879383,24
acquisition,2.94,1.4081416488499325,24
acre,2.05,1.538112308540638,20
addition,2.13,1.281065584682558,24
admiration,4.16,1.5342198816210442,24
advantage,3.45,1.1773226871497122,24
adventurer,2.58,1.7959110341795184,20
adversity,4.57,1.0080322575483707,24
advice,3.54,2.331501112137293,20
affection,4.46,1.7614096918559583,20
alley,1.77,1.2351684199496948,20
alligator,1.58,1.8480591388386793,24
ally,3.23,1.5358952955766092,20
alphabet,2.39,1.7577666482623882,20
ambition,4.48,1.3663584756098845,24
ambulance,2.03,2.1317492438628136,24
amount,2.15,1.863963243832607,20
amplitude,1.97,1.156590512196614,24
anger,3.85,1.9935794376846319,20
animal,3.46,2.1061570302086774,20
ankle,1.71,0.842423539174232,24
announcement,2.45,1.5499089463370046,24
annoyance,3.53,1.941450686788302,20
anxiety,3.85,1.625123269486238,20
apology,4.17,1.9321835661585915,20
appeal,3.0,2.0,20
apple,1.71,0.6189220598177385,24
appointment,2.55,1.5985754747233853,24
arc,2.23,1.640825308284734,20
arrangement,3.1,1.5551034609290626,24
arrow,1.84,1.157026221578126,24
art,3.3,2.2870874995874626,20
article,2.34,1.776388345929897,20
artist,2.35,1.2177285835627767,24
aspect,3.58,1.408499544814245,24
assault,3.62,2.063106942552968,20
assistance,3.87,1.5951033943634116,24
assumption,3.52,1.0776318121606494,24
atom,3.38,2.1809195896250406,20
atrocity,3.53,1.8980421761815784,20
attempt,4.0,1.4907119849998598,20
attention,3.84,1.664380151985291,24
attitude,4.87,1.5420843665469108,24
autumn,3.29,1.5606036879899208,24
availability,3.19,1.1913667943625412,24
awareness,4.97,1.6151999776318522,24
baby,2.32,0.759350316537635,24
bag,1.6,0.9660917830792958,20
ball,1.71,0.672021505032247,24
ballot,3.23,1.6408253082847344,20
banana,1.68,1.0115263139785182,24
band,2.46,1.7614096918559583,20
bandit,2.85,1.9935794376846323,20
bank,3.4,1.7763883459298973,20
beast,2.62,2.0223114472661203,20
beauty,2.67,1.4298407059684815,20
beaver,1.58,1.490561704039248,24
bed,2.06,0.8370214087522955,24
bedroom,2.69,2.1363760352762258,20
beetle,1.55,1.3762823931906023,24
behavior,6.1,1.6111381470973425,24
belief,4.87,1.5644745588092157,24
bell,1.77,1.1247759633553411,24
benefactor,3.45,1.4915758066879383,24
bet,3.38,2.1423686866978775,20
betrayal,3.85,2.230327100305911,20
beverage,1.58,1.5747503642410816,24
bird,1.71,0.6530017536902797,24
blade,1.71,1.521022046032249,24
blood,2.19,1.211503997304124,24
boat,1.71,1.2556324713967086,24
body,2.52,1.0993949949125246,24
bolt,2.23,1.589226549501683,20
border,2.61,1.4455945454184551,20
boredom,2.61,1.386750490563073,20
bottle,1.48,1.2504031607910022,24
boulder,1.77,1.8791620472966135,24
boundary,4.23,1.5358952955766092,20
boy,1.55,0.8418250143816763,24
bracelet,1.52,1.4081416488499325,24
brain,4.35,0.87758833761769,24
branch,1.9,1.1005049346146119,20
brawl,2.85,1.7246329970051526,20
brevity,2.61,1.4725307379452384,24
bridge,1.74,1.4888699980077986,24
brother,2.7,2.263232692902394,20
brute,3.16,2.115268062057141,20
bubble,1.58,1.6433517087676872,24
bullet,1.84,1.0075321174741456,24
burner,2.38,1.7097008285302209,20
butter,1.58,0.9873187869663852,24
butterfly,1.84,1.4915758066879383,24
cake,1.74,0.7613390156652905,24
calculation,2.81,1.6086334613277278,24
calendar,2.0,1.7027018377822634,24
camera,1.9,1.1972189997378646,20
candidate,2.54,1.8081014266989472,20
candy,1.84,0.6690146823211658,24
capacity,3.16,1.253623779546783,24
car,1.77,0.6342063874918668,24
cat,1.58,0.36890203262847354,24
category,2.16,1.0194677612014185,24
caterpillar,1.58,1.79493013611906,24
cause,4.2,0.918936583472681,20
ceiling,1.65,1.6384370010627851,24
ceremony,3.31,2.1750331562459526,20
chair,1.68,0.7006621292426463,24
chance,3.3,1.70293863659264,20
character,5.0,1.190943648622196,24
charity,4.61,1.8313466753078977,24
charter,2.39,1.9381460874790262,20
chicken,1.58,0.9108441671187193,24
chief,2.0,1.247219128924647,20
child,2.9,0.8327955253822958,24
chipmunk,1.61,2.0037766761148648,24
chlorine,2.08,1.9348358440936904,20
chocolate,2.0,1.2790968335811872,24
christmas,2.19,1.533233984626255,24
church,3.48,1.0998533626601497,24
circuit,2.25,1.766981104093143,20
circumstance,4.9,0.9994958406536122,24
city,1.77,1.4241579289010096,24
claim,2.9,1.370320319406298,20
clean,3.92,2.0191391920625676,20
clearance,2.29,1.189673308368798,24
cliff,1.71,1.5985754747233853,24
cloth,2.0,1.247219128924647,20
clothing,1.77,1.307160799151623,24
cocktail,1.71,1.5077086866735787,24
coffee,1.94,0.8273305303514508,24
coffin,1.97,1.4615364209206076,24
cognition,5.0,1.2164862143392416,24
coincidence,2.97,1.2556324713967086,24
combination,2.29,1.3380293646423316,24
comparison,3.71,1.6061248696082735,24
competence,4.94,1.4420946906407337,24
complication,3.71,1.3619246343602935,24
composer,2.15,1.6251232694862383,20
comprehension,4.68,1.664380151985291,24
conclusion,3.65,1.5811388300841898,24
conference,3.31,1.9741924671712983,20
confidence,4.06,1.829143550690393,24
conscience,5.69,1.4366984945013914,20
consequence,4.97,1.2439369084716734,24
consideration,5.06,1.3762823931906023,24
consistency,4.65,1.4725307379452384,24
construction,3.29,1.8973665961010278,20
contempt,4.61,1.6602440351979155,20
context,4.0,1.3406636536648797,24
contract,3.69,2.1750331562459526,20
convergence,3.0,1.2978735710582958,24
core,2.46,1.9839096340048947,20
corn,1.58,1.2144127745938669,24
corporation,2.48,1.5077086866735787,24
corpse,1.74,1.3678332288460768,24
correspondent,2.31,1.702185623672077,20
costume,2.1,1.1005049346146119,20
cottage,1.61,1.41100227475183,24
coupon,2.03,1.5654407809654372,24
cow,1.58,0.9503819266229829,24
cowardice,3.9,1.4915758066879383,24
cranberry,1.52,1.8791620472966135,24
crime,4.31,1.6525039276108335,20
crisis,3.57,1.727096668755344,24
criticism,5.0,1.4024028918138118,24
crocodile,1.68,1.7640564507096486,24
crown,1.84,1.189673308368798,24
cucumber,1.58,1.7571857081433442,24
cup,1.52,0.6342063874918668,24
curfew,2.23,1.832750490103429,20
dad,3.06,1.1807426585867267,24
dagger,2.5,1.509230856356236,20
damage,3.31,1.8878830906871762,20
danger,3.74,1.5862310778250641,24
darkness,2.52,1.2696043325738624,24
debt,3.14,1.5628628610919912,24
deceit,4.71,1.524001524002286,24
decision,5.65,1.6845478956987914,24
deduction,3.1,1.4466312368685639,24
definition,3.19,1.5120483863225558,24
degree,3.23,1.8327504901034293,20
democracy,4.26,1.5884538028759185,24
denial,3.1,1.4308665319512035,24
dentist,1.97,1.2044105772989864,24
deputy,2.23,1.2351684199496948,20
description,2.61,1.4532360996377438,24
design,2.77,2.0475125621855637,20
desk,1.87,1.2341740087487534,24
despair,3.62,1.9381460874790257,20
destiny,3.81,1.33765261414503,24
determination,4.74,1.528954418190165,24
development,4.29,1.3663584756098845,24
diamond,1.71,1.4687607240514464,24
diet,3.17,1.751190071541826,20
difference,3.03,1.50134348437142,24
dilemma,4.39,1.370410228197523,24
dimension,2.58,1.3912166872805047,24
disagreement,5.0,1.784509962553197,24
disappointment,3.77,1.7394369852458085,20
disaster,3.32,1.5960510744515868,24
disgust,3.46,1.7614096918559583,20
distance,2.74,1.9133657938221487,20
distraction,3.19,1.352640786304403,24
distribution,2.48,1.313315798693054,24
ditch,2.15,1.4632243987255136,20
diversity,3.55,1.5935226751223317,24
division,2.92,1.7288403306519922,20
doctor,2.52,0.856074122506811,24
donor,3.15,2.115268062057141,20
door,1.9,0.7560241931612779,24
dove,1.71,1.128801819801464,24
dozen,2.46,1.7614096918559583,20
drama,2.23,1.832750490103429,20
drug,3.15,1.9935794376846319,20
drum,1.52,0.7156093726283553,24
duck,1.5,0.97182531580755,20
duel,2.88,1.6633299933166201,20
duration,2.65,1.4448880970176292,24
duty,3.94,1.6086334613277278,24
dynasty,1.71,1.4466312368685639,24
eagle,1.81,1.447676113304443,24
economy,2.81,1.605183136974036,24
edge,2.08,1.3821202589704016,20
effect,3.15,2.1543039806456377,20
effort,4.3,1.8287822299126935,20
eight,2.31,1.8432134703923737,20
electricity,2.61,2.103111248383433,20
elephant,1.61,1.5849595497026252,24
emergence,2.9,1.211503997304124,24
empire,2.69,1.702185623672077,20
empty,2.69,1.6012815380508714,20
enemy,3.46,2.1453587351685734,20
engagement,3.39,1.6092680291808412,20
entrance,2.77,2.1661735138967266,20
entree,1.85,1.6756169931378435,20
envy,4.46,1.39136531360295,20
episode,2.65,1.583368703623039,24
equality,5.35,1.7012210984485383,24
error,4.65,1.1425600852415145,24
escape,2.8,1.6865480854231354,20
establishment,2.74,1.2664243542988622,24
event,3.0,1.791557260975724,24
evidence,4.1,1.4308665319512035,24
example,3.26,1.3619246343602935,24
exception,4.23,1.187553054841979,24
exclusion,3.81,1.3615544958470411,24
explanation,4.29,1.545023227719748,24
expression,3.68,1.6151999776318522,24
