word,mean,std,n
ability,3.25,1.785270880910402,25
abundance,3.19,2.272127103917094,25
accident,3.22,1.5776599725577718,20
accomplishment,3.59,1.3500592944467913,25
accumulation,2.94,1.79969893486595,25
acquisition,3.06,1.77974371321521,25
acre,4.0,1.9235384061671346,20
addition,2.75,1.7630582475450018,25
admiration,3.19,1.499589434780868,25
advantage,3.0,1.7630582475450018,25
adventurer,3.98,1.7940071177287837,20
adversity,4.14,1.6150462483274135,25
advice,4.64,1.945691210268034,20
affection,4.43,2.1380899352993956,20
alley,3.93,2.0555473055307494,20
alligator,2.38,1.5568061280060033,25
ally,4.43,2.173769703826679,20
alphabet,4.43,1.9889806323953878,20
ambition,3.22,1.4764155768837666,25
ambulance,3.13,2.034190510862431,25
amount,4.36,2.2738358934473855,20
amplitude,3.16,1.5678418538927112,25
anger,3.15,2.3157368940873577,20
animal,4.71,1.898524586197293,20
ankle,3.09,1.5958690515066236,25
announcement,2.69,1.688850718319554,25
annoyance,2.72,1.8575654633281302,20
anxiety,3.14,1.9158104473902609,20
apology,3.52,1.6787441193290353,20
appeal,3.83,2.037526724122938,20
apple,2.78,1.623412449224031,25
appointment,3.69,1.6564547577679323,25
arc,3.5,2.27866357593825,20
arrangement,3.81,1.649749943733077,25
arrow,3.06,1.623412449224031,25
art,4.36,1.945691210268034,20
article,3.67,2.0943647333651407,20
artist,2.78,1.9932150922419,25
aspect,2.78,1.7595621936437746,25
assault,2.29,1.728875643015133,20
assistance,3.31,1.9342645399078244,25
assumption,2.78,1.800383100994015,25
atom,4.29,2.1989008243131005,20
atrocity,3.08,1.9792883614022532,20
attempt,4.0,2.0816659994661326,20
attention,3.16,2.1478595141700585,25
attitude,3.13,1.3537031858095534,25
autumn,4.86,1.9882660713403901,25
availability,3.44,1.8443095815270047,25
awareness,3.88,1.8302332350225965,25
baby,2.78,2.2775408049531416,25
bag,2.46,1.713446070320696,20
ball,2.88,1.5504647324913612,25
ballot,3.64,2.023216892329291,20
banana,2.91,1.6119932281147105,25
band,3.29,2.0164161440372537,20
bandit,2.22,1.5776599725577718,20
bank,4.15,2.075498086651083,20
beast,2.65,1.9057460827371866,20
beauty,4.22,1.8809249819912508,20
beaver,2.53,1.3017608385522195,25
bed,4.31,1.6096996629576925,25
bedroom,4.57,2.0648816585306444,20
beetle,2.56,1.3289130341059752,25
behavior,3.22,1.7249259283018727,25
belief,3.47,1.8194353045893685,25
bell,2.63,1.307424799333151,25
benefactor,3.06,1.7184882805661927,25
bet,4.22,2.082105865503682,20
betrayal,2.36,1.8232322463624386,20
beverage,3.09,1.6400168207716022,25
bird,2.88,1.7299164249866015,25
blade,2.47,1.5920058915156972,25
blood,2.72,2.033585006901744,25
boat,3.28,1.381617528505589,25
body,3.34,2.080285126346038,25
bolt,3.22,2.082105865503682,20
border,4.22,1.5281246137553166,20
boredom,3.22,1.8050600428356278,20
bottle,2.63,1.3186797397994843,25
boulder,3.63,1.2535663410560174,25
boundary,4.72,1.5406577730392859,20
boy,2.66,2.0861967186170327,25
bracelet,2.72,1.485562705416415,25
brain,3.34,1.9195648111067805,25
branch,3.46,1.7614096918559583,20
brawl,2.5,1.9903613896824017,20
brevity,2.69,1.5369023929701071,25
bridge,4.88,1.3887301496588271,25
brother,3.16,1.9513309067639724,20
brute,2.22,1.672334684416758,20
bubble,3.0,1.4963008575008019,25
bullet,2.53,1.6272010481902741,25
burner,3.07,1.8999710813299526,20
butter,2.91,1.197287574873227,25
butterfly,3.0,1.953271854084984,25
cake,3.16,1.849643821390987,25
calculation,2.91,2.0086021902359583,25
calendar,3.34,1.6317357556769663,25
camera,3.0,1.632993161855452,20
candidate,4.15,1.7913099142223294,20
candy,2.75,1.9253302448473972,25
capacity,2.94,1.9456912102680337,25
car,3.91,1.4663718169068576,25
cat,3.19,2.112594184218095,25
category,3.03,1.5950971680024568,25
caterpillar,2.63,1.3491467838359825,25
cause,3.54,2.0662116951635836,20
ceiling,4.28,1.0574623402207861,25
ceremony,4.29,1.7728105208558362,20
chair,3.44,0.9364012444675595,25
chance,3.54,2.2954805094425805,20
character,4.43,1.6609095970748,25
charity,2.78,1.2555296411486894,25
charter,3.72,1.9386185179765922,20
chicken,3.03,1.3975700234490396,25
chief,4.46,2.1061570302086774,20
child,2.88,2.161576691469319,25
chipmunk,2.63,1.6830069266853707,25
chlorine,2.29,1.266647387553302,20
chocolate,3.09,2.0920916066559787,25
christmas,3.5,2.079100790852182,25
church,5.13,2.098556858104995,25
circuit,3.52,1.7752507291971888,20
circumstance,2.97,1.7942162140221833,25
city,5.59,1.9507482459845562,25
claim,3.46,2.0662116951635836,20
clean,4.36,2.205138853368958,20
clearance,3.34,1.5678418538927112,25
cliff,4.78,1.3627702877384937,25
cloth,2.39,1.6092680291808414,20
clothing,3.22,1.7811271131234423,25
cocktail,2.84,1.6749384225134436,25
coffee,2.84,1.7983298217466261,25
coffin,2.63,2.033585006901744,25
cognition,3.03,1.7320508075688772,25
coincidence,2.72,1.5134861724140956,25
combination,2.81,1.7748933222643886,25
comparison,3.09,1.5733306893746397,25
competence,3.56,1.8780558021685914,25
complication,2.41,1.7455079574601344,25
composer,3.86,2.2138425646596693,20
comprehension,3.47,2.0086021902359583,25
conclusion,3.91,2.1334770066562783,25
conference,3.36,1.8232322463624389,20
confidence,3.19,1.8655550290737775,25
conscience,5.14,1.7478401113789144,20
consequence,3.03,2.041442549945764,25
consideration,3.06,1.9021636630388092,25
consistency,3.16,1.9870268901222665,25
construction,4.56,1.6213537179739275,20
contempt,2.93,1.8999710813299528,20
context,2.91,1.822140786090629,25
contract,3.65,1.9848325973644327,20
convergence,3.69,1.5199818510713232,25
core,3.29,2.054210364052382,20
corn,2.84,1.0445731209092586,25
corporation,3.59,1.956421786552315,25
corpse,2.41,2.2563539183661123,25
correspondent,4.07,1.817195036917557,20
costume,2.31,1.6012815380508714,20
cottage,4.53,1.956421786552315,25
coupon,2.97,1.2951215778751557,25
cow,2.78,1.6142835345902717,25
cowardice,2.31,1.9291642949337655,25
cranberry,2.59,1.2798167972341816,25
crime,2.79,1.7177163475234933,20
crisis,1.86,1.8140122364771059,25
criticism,3.71,1.8072105168509696,25
crocodile,2.59,1.2357562850575001,25
crown,3.0,1.6815428055498771,25
cucumber,2.78,1.5896834892704628,25
cup,2.53,1.3887301496588271,25
curfew,3.29,2.2336094083368714,20
dad,2.66,2.3283432448867694,25
dagger,2.0,1.224744871391589,20
damage,3.14,2.0701966780270626,20
danger,2.56,2.0073755628298118,25
darkness,2.81,1.826865737717285,25
debt,3.43,2.250342064857473,25
deceit,1.71,1.7391464981052984,25
decision,3.16,1.6557111192308958,25
deduction,2.66,1.5748954144648661,25
definition,2.91,1.5240275911289034,25
degree,4.79,1.8471837786446454,20
democracy,3.81,1.9202062697081792,25
denial,2.44,2.1797319851517516,25
dentist,3.22,2.0861967186170327,25
deputy,2.65,1.7368026705655182,20
description,2.88,1.7942162140221833,25
design,4.36,2.3074175660629406,20
desk,3.94,0.9364012444675595,25
despair,2.79,1.8883680959850138,20
destiny,3.47,2.1026607586602863,25
determination,3.56,1.6400168207716015,25
development,2.84,1.9475891374404053,25
diamond,2.84,2.2189288677641392,25
diet,4.2,2.0150945537631877,20
difference,2.63,1.681542805549877,25
dilemma,2.72,1.7448022740039801,25
dimension,3.63,1.9444248962970776,25
disagreement,2.14,1.5943249107952455,25
disappointment,2.64,1.549547966698321,20
disaster,2.91,2.037215331136775,25
disgust,2.15,1.6574838603294895,20
distance,4.11,1.9690058727652713,20
distraction,3.13,1.9208475140973043,25
distribution,2.72,1.6778769132330866,25
ditch,2.07,1.5915297775935684,20
diversity,3.06,2.1449907276431004,25
division,4.23,1.1934162828797097,20
doctor,3.25,2.011665486495369,25
donor,3.57,2.1380899352993947,20
door,3.81,1.4755812080254453,25
dove,2.91,1.7170544144170172,25
dozen,4.0,1.8397324220155997,20
drama,3.22,1.7619295117556788,20
drug,2.22,1.8050600428356278,20
drum,2.63,1.4863914712858555,25
duck,3.08,1.6563785025137652,20
duel,3.0,1.8586407545691703,20
duration,2.84,1.6362578957724947,25
duty,2.97,1.6534781969482548,25
dynasty,3.0,1.7299164249866015,25
eagle,2.94,1.7748933222643886,25
economy,2.94,2.0576661895903454,25
edge,4.0,1.7974340685458343,20
effect,3.57,1.9100658753958324,20
effort,4.08,1.7059473644448737,20
eight,3.07,2.092634913003431,20
electricity,4.36,2.205138853368958,20
elephant,2.84,1.3753638121470069,25
emergence,3.22,1.8423052597088083,25
empire,3.5,1.9115036368906426,20
empty,2.29,1.4373357526806554,20
enemy,2.22,1.672334684416758,20
engagement,3.72,2.367360472001593,20
entrance,4.07,1.7743595036946846,20
entree,4.0,1.7974340685458343,20
envy,3.5,1.9115036368906426,20
episode,2.72,1.4520242367937435,25
equality,3.44,1.9689711248874104,25
error,2.31,1.7983298217466261,25
escape,4.85,1.818706218082598,20
establishment,3.59,1.849643821390987,25
event,3.84,1.9469567006198851,25
evidence,2.59,1.9627064856387653,25
example,2.78,1.8569533817705186,25
exception,2.53,1.8146910062806454,25
exclusion,2.66,1.9620789215985373,25
explanation,2.63,1.896327796901288,25
expression,2.75,1.7004780550667353,25
extent,2.91,1.6990289895670299,25
eyeball,3.19,1.8228165290347154,25
fabric,4.43,1.5548576840284833,20
fact,3.22,1.7942162140221838,25
factory,4.16,1.623412449224031,25
faith,3.47,1.7859605741487665,25
fallacy,2.09,2.0226549396587914,25
fantasy,3.28,1.6241708760111289,25
fat,3.58,2.1737697038266783,20
fate,4.0,2.0380986614602725,20
father,2.88,2.2877915437782463,25
fear,2.72,1.8156825980064073,20
