unit,mean,std,n,individual_ratings,item_type
A businessman began speaking loudly on the phone. Derek had trouble concentrating on his work.,5.0667,1.964,30,"[4, 6, 6, 6, 7, 7, 3, 2, 5, 7, 5, 7, 4, 6, 6, 1, 1, 7, 6, 6, 6, 7, 1, 7, 3, 7, 6, 5, 5, 3]",test
A drop of water from the ceiling fell onto the outlet. The appliances in the kitchen short-circuited.,6.3333,1.4464,30,"[6, 6, 7, 7, 7, 7, 1, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 6, 7, 6, 5, 5, 7]",test
A flight attendant collected all the empty cups. The pilot announced the descent over the intercom.,5.7,1.664,30,"[7, 5, 7, 5, 7, 7, 5, 6, 7, 6, 5, 7, 7, 6, 7, 7, 4, 6, 7, 5, 7, 1, 7, 7, 6, 3, 1, 5, 5, 6]",test
A high-quality coffee shop is a staple of any town. Everyone needs their daily caffeine hit.,6.4667,0.8193,30,"[7, 6, 7, 7, 7, 7, 5, 7, 6, 7, 6, 7, 7, 5, 7, 7, 7, 7, 7, 5, 6, 5, 7, 7, 5, 7, 7, 5, 7, 7]",test
A high-speed train now connects Paris and Berlin. The trains can move up to 300 km per hour.,6.5667,1.2507,30,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 1, 7, 5, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7]",test
A new career training program was offered recently. Employment rates for local residents went up.,5.5667,1.8511,30,"[6, 5, 6, 6, 7, 7, 7, 6, 7, 1, 6, 7, 3, 6, 5, 5, 1, 7, 7, 4, 7, 7, 1, 7, 5, 7, 7, 5, 6, 6]",test
A new restaurant opened downtown last week. Fluency enables deeper cultural understanding.,1.1667,0.4611,30,"[2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",test
A new tech startup opened its doors last month. The photos raise awareness of conservation efforts.,1.9,1.6887,30,"[2, 1, 2, 2, 7, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 4, 1, 3, 2, 5, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1]",test
A powerful earthquake struck Japan this morning. The tremor registered a magnitude of 7.5.,6.7667,1.1043,30,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 6, 7, 7, 7, 7, 7]",test
A teacher began using new creative methods. Student engagement and participation levels increased.,6.6667,0.8023,30,"[7, 6, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 6, 7, 7, 6, 3, 7]",test
A wildlife preserve was recently created in the Amazon. The reserve protects hundreds of endangered species,6.8,0.6103,30,"[5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7]",test
Emma found the presentation engaging and informative. Mark thought the speaker was boring and repetitive.,6.2,1.2704,30,"[6, 7, 7, 6, 7, 7, 6, 6, 7, 7, 6, 7, 7, 6, 7, 7, 6, 1, 5, 5, 7, 4, 7, 7, 7, 7, 5, 6, 7, 6]",test
Jenny has long been complaining about her relationship. Rebecca thinks that breaking up is the only option.,6.5667,1.1351,30,"[6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 6, 6, 7, 7, 1, 7, 7, 7, 7, 6, 7, 6]",test
John forgot his umbrella and got soaked. Mark thought the speaker was boring and repetitive.,1.1,0.4026,30,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",test
Large areas of forest were cleared for agriculture. Local climate patterns began to change.,5.6333,1.6914,30,"[5, 7, 7, 6, 7, 7, 5, 3, 7, 7, 7, 7, 1, 5, 6, 7, 1, 7, 6, 5, 7, 6, 5, 4, 6, 7, 7, 5, 4, 5]",test
Mark found John cheating on him with their best friend. The couple was forced to end their relationship.,6.8667,0.4342,30,"[7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 5, 7]",test
Mark hesitated to make a decision. The village was quiet and serene,2.1,1.4227,30,"[1, 2, 4, 1, 1, 4, 3, 1, 2, 1, 2, 1, 1, 3, 4, 1, 1, 1, 3, 4, 2, 1, 1, 7, 3, 1, 2, 2, 2, 1]",test
Nancy put the turkey in the oven in the early afternoon. The audience slowly filed into their seats.,1.3333,1.1547,30,"[1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1]",test
Sarah loves reading mystery novels. The photographer took a photo that seemed to breathe.,1.2333,0.7739,30,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 5, 1, 1, 1, 2, 1, 1]",test
September was unusually humid and hot. April was unexpectedly muggy and warm.,5.7333,1.6174,30,"[4, 4, 5, 6, 7, 7, 6, 6, 6, 5, 6, 7, 7, 4, 7, 6, 1, 7, 5, 5, 6, 1, 7, 7, 7, 7, 7, 7, 6, 6]",test
