unit,mean,std,n,individual_ratings
A student failed for leaving class on an exam day when the professor arrived 20 minutes late and then gave the exam.,3.1356,1.3335,59,"[3, 5, 4, 3, 1, 2, 5, 3, 5, 1, 3, 4, 3, 4, 2, 3, 1, 5, 2, 5, 3, 4, 3, 3, 3, 1, 4, 4, 4, 2, 3, 2, 3, 2, 1, 2, 5, 4, 4, 5, 4, 4, 4, 3, 4, 1, 5, 3, 1, 5, 1, 3, 2, 5, 4, 1, 5, 3, 1]"
Companies are producing products that are so complex that they break too easily to be safe for children.,4.0333,0.9826,60,"[5, 2, 5, 4, 4, 2, 5, 5, 4, 4, 5, 4, 2, 5, 4, 2, 2, 5, 5, 5, 4, 5, 4, 3, 3, 5, 4, 5, 4, 3, 5, 4, 4, 3, 5, 5, 4, 5, 3, 4, 4, 3, 4, 5, 5, 2, 5, 4, 4, 3, 5, 4, 5, 4, 5, 2, 4, 5, 4, 4]"
For some reason gold has out-performed all other precious metals.,4.7833,0.58,60,"[5, 5, 5, 5, 5, 4, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 3, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5]"
I can't believe that bus and train companies are not more child friendly.,4.5333,0.6944,60,"[5, 5, 5, 5, 5, 3, 4, 4, 3, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 4, 3, 3, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 5, 5, 3, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 4, 5, 5, 4, 5, 5, 4, 5, 5, 5, 4, 4]"
Only Georgia had a serious enough water shortage problem to warrant drastic measures.,4.6724,0.5378,58,"[5, 5, 5, 5, 4, 3, 5, 4, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 4, 5, 4, 4, 5, 5, 5, 4, 4]"
Only one of the ushers who had forgotten his flashlight was able to borrow one that day.,3.9333,0.9978,60,"[2, 4, 4, 5, 2, 3, 4, 3, 4, 4, 5, 2, 4, 4, 4, 4, 5, 5, 4, 5, 2, 5, 3, 4, 2, 4, 4, 4, 4, 2, 3, 5, 5, 3, 3, 5, 4, 4, 3, 5, 5, 4, 5, 2, 5, 4, 5, 4, 4, 5, 5, 5, 5, 2, 5, 4, 3, 5, 4, 4]"
"Only ten percent of the insect species will be endangered in 2050, much lower than the proportion of mammals.",4.2881,0.9215,59,"[4, 5, 5, 5, 2, 4, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 3, 4, 3, 5, 5, 4, 3, 4, 4, 4, 2, 5, 4, 3, 5, 3, 5, 4, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 3, 5, 4, 3, 2, 2, 5]"
Our basketball team is doing poorly because all of our top players graduated last year.,4.8833,0.412,60,"[5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5]"
Rents have only gone up in certain metropolitan areas where the economic downturn had a smaller effect on the local economy.,3.8644,1.065,59,"[5, 2, 3, 3, 2, 3, 4, 4, 5, 4, 5, 5, 2, 4, 4, 4, 4, 4, 5, 4, 2, 4, 4, 2, 5, 5, 2, 4, 3, 3, 4, 5, 3, 5, 4, 5, 5, 3, 5, 5, 3, 3, 5, 5, 1, 4, 2, 3, 4, 5, 5, 5, 4, 5, 4, 4, 5, 3, 4]"
Rhode Island is a coastal state and the weather there gets really bad only in January.,3.8333,1.0515,60,"[4, 4, 4, 5, 2, 3, 3, 5, 4, 3, 4, 5, 4, 2, 4, 4, 4, 5, 2, 2, 3, 3, 3, 2, 2, 1, 4, 5, 2, 4, 4, 3, 5, 3, 5, 5, 4, 4, 5, 5, 4, 3, 4, 5, 5, 4, 5, 5, 4, 4, 5, 5, 5, 5, 4, 4, 2, 4, 4, 4]"
Some of the chefs at the convention claimed that garlic destroyed taste buds while others claimed that it was a miracle spice.,4.6949,0.6177,59,"[5, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 3, 4, 5, 3, 5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 4, 4, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5]"
Some parents are suing the middle school for discrimination after their boys were not allowed to wear the clothing that they chose.,4.3833,0.7324,60,"[5, 4, 4, 5, 4, 2, 4, 5, 5, 5, 5, 4, 4, 5, 4, 5, 4, 4, 4, 5, 5, 5, 3, 4, 5, 5, 4, 4, 4, 5, 4, 4, 5, 4, 5, 4, 4, 5, 3, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 4, 4, 4, 5, 5, 5, 4, 3, 5, 4, 4]"
The ambitious and determined dentist was ignoring every paste that the overly competitive hygienist also was.,2.6,1.1431,15,"[3, 1, 3, 3, 1, 2, 3, 2, 4, 2, 4, 5, 1, 3, 2]"
The ambitious and determined dentist was ignoring every paste that the overly competitive hygienist was.,2.4667,0.8844,15,"[3, 4, 3, 3, 2, 2, 3, 1, 2, 3, 2, 4, 2, 2, 1]"
The ambitious and determined dentist was ignoring the paste that the overly competitive hygienist also was.,2.0,0.8944,15,"[2, 1, 2, 3, 2, 2, 1, 1, 1, 3, 4, 2, 3, 1, 2]"
The ambitious and determined dentist was ignoring the paste that the overly competitive hygienist was.,2.2,0.8327,15,"[1, 3, 2, 2, 2, 2, 3, 2, 2, 4, 3, 3, 1, 2, 1]"
The ambitious rock collector was going after every fossil that the highly specialized geologist also was.,3.8667,0.8844,15,"[4, 3, 5, 4, 3, 2, 3, 3, 5, 5, 4, 5, 4, 4, 4]"
The ambitious rock collector was going after every fossil that the highly specialized geologist was.,3.3333,0.9428,15,"[4, 3, 4, 3, 4, 2, 4, 2, 2, 5, 3, 4, 4, 4, 2]"
