unit,mean,std,n,individual_ratings,item_type
It was a clever solution that the student thought of.,3.8026,0.9065,152,"[5, 5, 4, 5, 4, 5, 2, 5, 3, 5, 4, 5, 4, 5, 3, 5, 4, 4, 4, 2, 5, 4, 4, 3, 5, 5, 3, 4, 4, 2, 2, 5, 5, 4, 3, 3, 2, 4, 3, 2, 3, 4, 2, 5, 2, 4, 3, 4, 3, 5, 4, 3, 3, 4, 4, 4, 4, 5, 4, 4, 1, 4, 4, 4, 4, 4, 4, 3, 5, 4, 5, 4, 3, 3, 4, 3, 4, 4, 4, 4, 5, 5, 2, 5, 4, 4, 3, 5, 4, 3, 4, 2, 3, 3, 2, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 5, 4, 4, 4, 4, 4, 4, 2, 5, 4, 4, 5, 4, 3, 4, 2, 3, 4, 4, 4, 2, 4, 3, 2, 5, 5, 4, 5, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 5, 4, 5, 3, 3, 3]",test
It was a perfect wedding that the couple dreamed of.,3.7987,1.0660,159,"[5, 5, 4, 4, 4, 5, 2, 4, 4, 4, 5, 2, 5, 2, 5, 4, 5, 5, 3, 4, 5, 4, 4, 5, 3, 4, 4, 4, 5, 2, 5, 4, 3, 5, 3, 2, 4, 5, 2, 3, 4, 3, 3, 3, 3, 4, 4, 4, 3, 5, 3, 4, 4, 3, 2, 3, 2, 5, 5, 3, 4, 4, 5, 4, 4, 5, 3, 3, 3, 5, 5, 4, 2, 2, 4, 4, 4, 5, 5, 4, 4, 5, 5, 5, 5, 4, 4, 5, 4, 4, 3, 1, 2, 4, 5, 4, 4, 4, 3, 5, 3, 2, 4, 4, 2, 2, 2, 3, 4, 2, 4, 5, 5, 4, 4, 5, 5, 5, 5, 4, 2, 4, 5, 4, 5, 5, 5, 5, 5, 3, 4, 5, 4, 5, 3, 2, 1, 3, 2, 4, 3, 4, 3, 5, 2, 4, 4, 2, 4, 3, 2, 5, 5, 3, 5, 4, 4, 4, 2]",test
It was a thunderstorm that the weather service warned of.,3.2368,1.1083,152,"[5, 4, 1, 3, 4, 5, 2, 4, 4, 3, 5, 2, 5, 2, 2, 4, 2, 2, 3, 3, 5, 4, 2, 3, 2, 4, 4, 2, 4, 4, 5, 3, 4, 1, 2, 2, 4, 3, 5, 2, 4, 2, 1, 2, 4, 2, 3, 4, 2, 4, 4, 5, 2, 3, 3, 3, 4, 4, 1, 3, 5, 4, 3, 4, 3, 4, 2, 5, 5, 2, 4, 2, 4, 4, 4, 4, 3, 3, 2, 3, 2, 4, 4, 2, 3, 4, 3, 5, 4, 2, 4, 4, 5, 2, 4, 5, 3, 2, 3, 2, 5, 2, 2, 3, 4, 4, 2, 1, 4, 4, 5, 3, 2, 4, 2, 4, 3, 3, 4, 4, 2, 3, 1, 3, 2, 2, 2, 5, 2, 2, 4, 3, 4, 4, 2, 4, 4, 4, 2, 2, 4, 4, 2, 4, 4, 4, 5, 4, 2, 4, 3, 3]",test
It was clues that the detective looked for.,3.4737,1.2013,152,"[4, 5, 3, 3, 4, 5, 3, 5, 4, 3, 5, 2, 4, 3, 4, 4, 5, 2, 4, 1, 5, 5, 2, 2, 4, 2, 1, 2, 4, 4, 4, 4, 4, 1, 2, 2, 4, 2, 5, 3, 5, 2, 2, 2, 4, 4, 2, 4, 5, 4, 2, 4, 5, 2, 4, 5, 2, 4, 1, 4, 4, 4, 4, 5, 2, 3, 5, 5, 3, 2, 3, 3, 4, 4, 4, 2, 3, 4, 4, 3, 4, 4, 5, 2, 4, 2, 4, 4, 4, 2, 4, 5, 5, 2, 5, 5, 2, 2, 4, 2, 4, 4, 1, 3, 5, 5, 2, 2, 4, 4, 4, 4, 4, 2, 5, 4, 4, 4, 4, 5, 3, 5, 1, 3, 2, 1, 2, 4, 1, 2, 4, 4, 4, 5, 5, 3, 4, 5, 4, 5, 2, 4, 5, 4, 5, 2, 3, 4, 2, 4, 4, 4]",test
It was elegant dresses that her wardrobe consisted of.,2.5414,1.0408,157,"[2, 2, 1, 2, 4, 5, 3, 2, 2, 4, 2, 1, 4, 3, 3, 1, 4, 2, 4, 3, 1, 2, 2, 2, 4, 2, 3, 1, 3, 2, 1, 2, 4, 4, 2, 1, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 3, 3, 4, 1, 2, 2, 2, 2, 2, 2, 2, 3, 4, 3, 4, 1, 5, 3, 2, 1, 4, 2, 2, 2, 2, 4, 2, 4, 3, 3, 2, 3, 3, 1, 1, 4, 2, 4, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 4, 2, 2, 4, 1, 2, 5, 2, 1, 3, 2, 1, 2, 2, 4, 4, 2, 2, 2, 2, 3, 4, 1, 2, 1, 2, 2, 3, 4, 2, 2, 3, 2, 3, 3, 3, 4, 2, 2, 2, 4, 2, 3, 4, 2, 2, 2, 5, 3, 3, 1, 3, 4, 4, 2, 5, 2, 1, 3, 3, 1, 5]",test
It was experienced professionals that the team consisted of.,2.9205,1.1226,151,"[4, 2, 4, 2, 2, 5, 1, 2, 3, 2, 3, 3, 5, 5, 2, 1, 4, 2, 2, 2, 1, 3, 2, 5, 4, 2, 4, 3, 5, 2, 3, 4, 3, 2, 4, 1, 4, 2, 2, 1, 2, 2, 4, 3, 3, 4, 3, 3, 2, 2, 3, 4, 3, 4, 3, 4, 5, 1, 3, 4, 2, 1, 3, 2, 2, 4, 4, 4, 2, 4, 2, 2, 3, 1, 3, 3, 3, 4, 3, 2, 3, 2, 1, 3, 2, 2, 2, 4, 4, 4, 2, 2, 4, 4, 4, 4, 4, 2, 1, 3, 4, 2, 2, 4, 2, 4, 4, 1, 3, 3, 1, 1, 4, 4, 5, 1, 5, 2, 4, 4, 2, 4, 2, 3, 3, 2, 4, 3, 2, 4, 2, 2, 3, 4, 2, 5, 3, 3, 4, 2, 4, 4, 4, 2, 3, 5, 2, 2, 4, 2, 4]",test
It was for clues that the detective looked.,2.3867,0.9609,150,"[3, 2, 2, 1, 5, 2, 4, 3, 2, 2, 1, 2, 2, 4, 2, 2, 2, 4, 4, 2, 4, 1, 1, 4, 2, 2, 5, 2, 2, 2, 2, 3, 1, 3, 2, 2, 2, 3, 3, 1, 1, 3, 2, 2, 3, 2, 4, 2, 4, 4, 2, 1, 2, 3, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3, 4, 3, 2, 2, 2, 1, 3, 2, 2, 4, 3, 3, 2, 2, 3, 3, 4, 2, 3, 2, 3, 3, 3, 3, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 5, 2, 1, 3, 2, 2, 1, 3, 2, 4, 3, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 1, 2, 1, 2, 3, 2, 2, 3, 3, 3, 3, 3, 2, 2, 4, 3, 5, 4, 1, 4, 2, 2]",test
It was for repairs that the customer paid.,2.6093,1.0391,151,"[1, 3, 2, 2, 2, 4, 2, 2, 2, 4, 3, 3, 3, 3, 3, 4, 2, 1, 2, 1, 3, 2, 2, 2, 3, 2, 1, 2, 2, 5, 2, 2, 2, 2, 3, 1, 2, 4, 2, 1, 1, 2, 3, 4, 2, 4, 3, 2, 2, 4, 2, 4, 2, 3, 3, 4, 2, 1, 2, 4, 2, 2, 3, 3, 1, 4, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 5, 3, 2, 2, 3, 2, 4, 3, 2, 1, 4, 2, 3, 2, 2, 2, 2, 2, 4, 2, 2, 1, 3, 2, 5, 2, 4, 2, 5, 2, 5, 2, 1, 4, 4, 2, 3, 1, 2, 3, 2, 3, 4, 1, 4, 3, 1, 3, 2, 3, 3, 2, 2, 4, 2, 4, 2, 4, 4, 5, 4, 3, 2, 2, 4, 2, 2, 4, 3, 3, 4, 4, 4, 2, 1]",test
It was for the bus that the nurse waited.,2.1569,0.8820,153,"[4, 2, 4, 2, 4, 2, 2, 1, 2, 3, 4, 2, 4, 1, 4, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 4, 3, 1, 2, 2, 3, 1, 3, 2, 2, 2, 1, 3, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 3, 4, 2, 3, 3, 2, 4, 1, 1, 2, 2, 3, 3, 1, 2, 1, 2, 2, 1, 2, 2, 2, 4, 2, 2, 3, 4, 1, 1, 3, 2, 1, 2, 1, 2, 2, 3, 1, 3, 2, 2, 4, 2, 2, 2, 1, 4, 2, 2, 2, 2, 3, 3, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 3, 1, 2, 1, 2, 1, 3, 3, 3, 2, 2, 3, 1, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 2, 2, 1, 4, 2, 2, 2, 4, 2, 4, 3, 1, 1, 2, 1]",test
It was for the exam that the student studied.,2.8456,1.1314,149,"[3, 2, 3, 2, 2, 5, 2, 5, 2, 2, 3, 5, 2, 2, 5, 2, 4, 3, 2, 4, 1, 2, 2, 2, 4, 2, 2, 3, 4, 3, 4, 4, 5, 3, 2, 2, 3, 1, 2, 2, 3, 3, 2, 2, 2, 2, 3, 5, 2, 2, 3, 4, 3, 2, 3, 4, 2, 4, 3, 4, 5, 3, 4, 1, 2, 2, 4, 5, 2, 2, 3, 1, 2, 2, 3, 3, 4, 2, 2, 3, 3, 1, 3, 4, 2, 4, 3, 4, 4, 2, 2, 4, 2, 1, 1, 3, 1, 3, 2, 2, 3, 2, 3, 3, 4, 3, 5, 1, 3, 3, 2, 2, 5, 4, 3, 2, 4, 5, 2, 4, 1, 4, 4, 1, 2, 4, 4, 2, 2, 1, 3, 1, 4, 3, 4, 2, 2, 4, 2, 3, 4, 5, 5, 5, 2, 3, 2, 2, 3]",test
