unit,mean,std,n,individual_ratings,item_type
Bleaches can be so powerful that they discolor clothing.,6.4118,1.1042,34,"[7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 7, 6, 7, 7, 7, 6, 4, 7, 7, 6, 6, 4, 7, 6, 6, 7, 2, 7, 7, 7, 6, 7, 7, 7]",filler
Consuming too much fat increases the risk of heart disease,6.8,0.7195,35,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 3, 7, 7, 7]",filler
Customer reviews are the only thing a company needs care about.,3.9429,1.9992,35,"[1, 1, 7, 2, 5, 1, 6, 6, 1, 3, 5, 5, 2, 3, 5, 3, 7, 4, 4, 7, 7, 6, 4, 3, 1, 3, 4, 3, 6, 1, 3, 5, 7, 3, 4]",filler
Finding the means to raise money sometimes be can difficult.,4.5429,2.4052,35,"[7, 7, 7, 7, 5, 1, 7, 6, 1, 2, 7, 7, 5, 3, 2, 5, 1, 7, 4, 4, 4, 2, 5, 2, 7, 1, 1, 1, 7, 7, 7, 3, 7, 3, 7]",filler
In times of trouble you go to your friends not your enemies.,6.5882,0.6568,34,"[7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 5, 7, 7, 7, 7, 7, 6, 7, 6, 5, 7, 6, 7, 5, 7, 6, 6, 6, 7, 7, 7, 7]",filler
It is dreadful to constantly live with ill-tempered people.,6.7714,0.5983,35,"[7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 5, 7, 7, 7, 7, 5, 7, 7, 7]",filler
It is just never too late to learn.,6.1143,1.2781,35,"[3, 7, 7, 6, 7, 7, 6, 5, 7, 7, 7, 6, 7, 7, 7, 7, 5, 5, 5, 6, 6, 4, 7, 7, 7, 6, 7, 4, 6, 2, 7, 6, 7, 7, 7]",filler
It is sensible to invest only you afford can to lose.,2.8235,1.8169,34,"[1, 7, 6, 1, 1, 7, 5, 3, 1, 3, 3, 2, 1, 3, 2, 5, 1, 1, 3, 1, 4, 2, 5, 1, 1, 4, 1, 4, 1, 3, 2, 4, 3, 4]",filler
Larger companies tend for offer the biggest pay rises.,2.8857,1.9368,35,"[1, 1, 1, 2, 7, 1, 4, 3, 7, 2, 3, 1, 1, 3, 4, 4, 2, 1, 4, 1, 5, 2, 7, 2, 5, 2, 1, 1, 3, 1, 2, 3, 7, 3, 4]",filler
Lies are always bad regardless of the reasons behind them.,6.6286,0.7311,35,"[7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 6, 7, 7, 7, 7, 7, 6, 7, 7, 6, 6, 7, 7, 7, 5, 4, 7, 7, 7, 5, 7, 7, 7]",filler
Many eggs will need to be broken by when making an omelette.,3.2,2.0263,35,"[1, 1, 1, 3, 5, 1, 3, 4, 1, 1, 4, 6, 1, 3, 5, 7, 1, 1, 4, 6, 4, 3, 6, 2, 6, 2, 1, 1, 4, 1, 3, 6, 4, 3, 7]",filler
Marathon runners can finish to the race without persistence.,2.2571,1.4419,35,"[4, 4, 1, 1, 1, 1, 3, 5, 1, 1, 3, 2, 1, 2, 2, 2, 2, 1, 2, 5, 1, 2, 6, 1, 4, 1, 1, 1, 3, 1, 1, 4, 2, 3, 4]",filler
No American parents provide children for access to play video games.,2.0857,1.2919,35,"[1, 1, 1, 1, 1, 1, 4, 4, 2, 1, 2, 2, 2, 1, 2, 3, 2, 1, 2, 5, 1, 3, 4, 2, 4, 2, 1, 1, 1, 1, 1, 5, 1, 3, 4]",filler
No TV show is too successful to be discontinued.,5.6,1.7764,10,"[7, 7, 7, 2, 6, 7, 5, 3, 6, 6]",test
No TV show is too unsuccessful to be discontinued.,3.3333,2.1034,12,"[4, 2, 4, 3, 3, 1, 1, 6, 7, 2, 1, 6]",test
No abdominal pain is so serious that we cannot keep eating ice creams.,3.0571,1.8778,35,"[1, 1, 1, 4, 1, 1, 4, 4, 7, 4, 4, 3, 3, 1, 6, 6, 4, 4, 4, 7, 1, 3, 3, 2, 1, 2, 1, 1, 4, 1, 1, 3, 6, 4, 4]",filler
No amateur play is too original to be missed.,3.2857,1.1127,7,"[3, 3, 1, 4, 4, 4, 4]",test
No amateur play is too unoriginal to be missed.,4.0,2.4495,4,"[7, 4, 1, 4]",test
No anonymous tip is too important to be neglected.,4.5556,2.4037,9,"[4, 1, 1, 3, 7, 6, 6, 6, 7]",test
No anonymous tip is too vague to be neglected.,5.1429,1.7728,7,"[5, 7, 6, 2, 5, 7, 4]",test
No applicant is too experienced to be rejected.,5.1429,2.4103,7,"[7, 4, 7, 2, 7, 2, 7]",test
No applicant is too inexperienced to be rejected.,4.4545,2.1149,11,"[7, 1, 4, 5, 1, 4, 4, 4, 7, 5, 7]",test
No article is too exceptional to go unpublished.,4.75,1.7078,4,"[4, 3, 5, 7]",test
No article is too mediocre to go unpublished.,5.0,2.2039,8,"[1, 5, 6, 7, 4, 3, 7, 7]",test
No artificial ingredient is too harmful to be used.,5.125,1.8851,8,"[1, 7, 5, 5, 6, 5, 5, 7]",test
No artificial ingredient is too harmless to be used.,3.8,2.1679,5,"[4, 3, 7, 4, 1]",test
No chapter is too essential to be skipped.,4.3,2.2136,10,"[4, 1, 4, 3, 4, 6, 6, 7, 7, 1]",test
No chapter is too nonessential to be skipped.,4.5714,1.3973,7,"[7, 4, 4, 4, 3, 6, 4]",test
No computer game is too harmless to be released.,3.7,2.3118,10,"[4, 7, 1, 1, 6, 1, 2, 6, 5, 4]",test
No computer game is too violent to be released.,5.2,1.8738,10,"[7, 2, 6, 7, 7, 3, 7, 4, 4, 5]",test
