unit,mean,std,n,individual_ratings,item_type
A batter unexpectedly hit a fast home-run towards the audience. Target: A ball flying in air the can hurt.,3.1429,1.9518,7,"[2, 3, 1, 4, 7, 2, 3]",test
A batter unexpectedly hit a fast home-run towards the audience. Target: A ball flying in the air can hurt.,5.6667,2.3094,3,"[3, 7, 7]",test
A batter unexpectedly hit a fast home-run towards the audience. Target: A ball in flying can the air hurt.,2.0,1.0,3,"[3, 1, 2]",test
A batter unexpectedly hit a fast home-run towards the audience. Target: In flying can ball a hurt air the.,1.0,0.0,2,"[1, 1]",test
A marine biologist was describing a remote Pacific island known as a critical habitat for humpback whale mothers. Target: The island lies deep in water and has sheltered waters and bays which provide a resting place for humpbacks with calves.,5.5,0.7071,2,"[6, 5]",test
A marine biologist was describing a remote Pacific island known as a critical habitat for humpback whale mothers. Target: The island lies in deep water and has sheltered waters and bays which provide a resting place for humpbacks with calves.,4.5,1.9149,4,"[6, 4, 2, 6]",test
A marine biologist was describing a remote Pacific island known as a critical habitat for humpback whale mothers. Target: The island lies in deep water and sheltered has waters and bays which provide resting a place humpbacks for with calves.,2.25,1.2583,4,"[2, 1, 4, 2]",test
A marine biologist was describing a remote Pacific island known as a critical habitat for humpback whale mothers. Target: With which island lies place the bays resting a provide humpbacks calves and deep sheltered in has and for water waters.,1.0,0.0,7,"[1, 1, 1, 1, 1, 1, 1]",test
"A new president was being inaugurated after a bitterly contested and divisive election campaign. Target: But the challenges ahead are equally and they, great, too, will require the support and the efforts of the Congress and the people working in cooperation with the Administration new.",4.0,4.2426,2,"[1, 7]",test
"A new president was being inaugurated after a bitterly contested and divisive election campaign. Target: But the challenges ahead are equally great, and they, too, will require the support and the efforts of the Congress and the people working in cooperation with the new Administration.",6.5,1.0,4,"[5, 7, 7, 7]",test
"A new president was being inaugurated after a bitterly contested and divisive election campaign. Target: But the challenges are ahead equally great, and they, too, will require the support and the efforts of the Congress and the people working in cooperation with the new Administration.",4.8,2.3875,5,"[7, 1, 4, 6, 6]",test
A new president was being inaugurated after a bitterly contested and divisive election campaign. Target: They with equally the and the are efforts the the people of new will too the support require but the in working and cooperation and great Administration Congress challenges ahead.,1.2857,0.7559,7,"[3, 1, 1, 1, 1, 1, 1]",test
A passenger was pressing every floor button in the elevator as a prank before slipping out. Target: Seconds everyone’s a longer the for if only makes few this ride elevator on.,1.5,0.5774,4,"[1, 2, 2, 1]",test
"A passenger was pressing every floor button in the elevator as a prank before slipping out. Target: This makes everyone’s ride on elevator the longer, for if only a few seconds.",3.5,1.0,4,"[3, 5, 3, 3]",test
"A passenger was pressing every floor button in the elevator as a prank before slipping out. Target: This makes everyone’s ride on the elevator longer, if only for a few seconds.",6.3333,1.1547,3,"[7, 7, 5]",test
"A passenger was pressing every floor button in the elevator as a prank before slipping out. Target: This makes ride everyone’s on the elevator longer, if only for a few seconds.",1.5,0.7071,2,"[1, 2]",test
A political candidate was making her opening statement during a televised debate for a local office. Target: A law only studied only has candidate candidate the with am and technology entrepreneurship economics I in background who the and both.,1.25,0.5,4,"[1, 1, 1, 2]",test
"A political candidate was making her opening statement during a televised debate for a local office. Target: I am the only candidate who has studied both economics and and law, the only candidate a with in background technology entrepreneurship.",3.0,2.0,3,"[3, 1, 5]",test
"A political candidate was making her opening statement during a televised debate for a local office. Target: I am the only candidate who has studied both economics and law, and only the candidate with a background in technology entrepreneurship.",5.0,0.0,2,"[5, 5]",test
"A political candidate was making her opening statement during a televised debate for a local office. Target: I am the only candidate who has studied both economics and law, and the only candidate with a background in technology entrepreneurship.",6.5,0.5774,4,"[7, 6, 6, 7]",test
"A president was announcing his resignation in a nationally televised address to the country. Target: By taking this action, I hope I that will have hastened the start of that process of healing which is so desperately needed in America.",3.0,2.8284,2,"[1, 5]",test
"A president was announcing his resignation in a nationally televised address to the country. Target: By taking this action, I hope that I will have hastened the start of that process of healing which is so desperately needed in America.",5.5,2.1213,2,"[4, 7]",test
