unit,mean,std,n,individual_ratings,item_type
A backpack carries all the essentials on a hike. Food banks offer meals to those in need.,1.9286,1.2745,28,"[1, 3, 2, 1, 2, 1, 3, 2, 5, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 5, 5, 3]",test
A car accident blocked off one lane of the highway. Water restrictions were imposed on the community.,1.5714,0.8357,28,"[1, 2, 4, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 3]",test
A garden brings color to a backyard. The firm's new laptop is cutting-edge and stylish.,1.1786,0.4756,28,"[1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2]",test
A lighthouse guides ships to safety. Aaron couldn't get the catchy tune out of his mind.,1.2143,0.6862,28,"[1, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",test
A melody was stuck in Jim's head all day. The investor nurtured startups into thriving companies.,1.3929,1.0659,28,"[3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1]",test
A menacing storm rolled across the horizon. Alicia stayed up for two days straight to complete the project.,1.8571,1.2084,28,"[2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 2, 3, 1, 2, 4, 2, 1, 1, 1, 1, 1, 1, 6, 1, 3, 3, 1, 3]",test
A new restaurant opened downtown last week. The eatery specializes in farm-to-table dishes.,6.6786,0.6118,28,"[7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 5, 7, 6, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 6, 6, 7, 6]",test
A new tech startup opened its doors last month. The firm specializes in software for small businesses.,6.6786,0.8189,28,"[7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 6, 7, 4, 7, 7, 7]",test
A tree provides a home for birds. Helmets guard heads during sporting events.,1.8214,1.467,28,"[1, 1, 3, 1, 1, 1, 2, 2, 5, 1, 1, 5, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 3, 2]",test
An intense heat wave swept across the city. The shag carpet was completely soaked.,1.6429,1.3113,28,"[2, 2, 1, 1, 1, 1, 3, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2]",test
Anna was reluctant to say goodbye and lingered at the door. The new model rode silently and smoothly.,1.7143,1.5119,28,"[1, 2, 1, 1, 2, 1, 1, 1, 6, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 2, 3, 3, 1]",test
Consuming alcohol is dangerous for your health. The development will include new high-rises and parks.,1.2857,1.0491,28,"[1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1]",test
Emily started a new yoga class last week. Fans praised the plot twists and complex characters.,1.3214,1.188,28,"[1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1]",test
Jack started a blog about sustainable living. The colorful creature has blue feathers and a pretty call.,1.3929,1.3427,28,"[1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 2]",test
James sat silently and avoided eye contact. The storm brought fear and destruction.,1.8214,1.0905,28,"[3, 4, 1, 1, 1, 3, 3, 2, 1, 1, 4, 4, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 2]",test
Jeremy stopped at a diner for lunch. The plants struggled in the cold New England winter.,1.1786,0.39,28,"[1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",test
John forgot his umbrella and got soaked. Sarah brought her umbrella and stayed dry.,6.6786,1.1564,28,"[7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 6, 7, 7, 7, 7, 7]",test
Judy grabbed her shopping list on the way out the door. The group made quick work of the descent to basecamp.,1.25,0.5853,28,"[1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",test
Lamps light up a dark room. The astronaut embarked on a mission with resolve.,1.25,0.5182,28,"[1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2]",test
Libraries offer knowledge to eager learners. The young bird was eager to fly for the first time.,1.5357,0.9616,28,"[1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 5, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3]",test
Lily kept her thoughts to herself during the meeting. The experienced hikers found the climb easy.,1.1786,0.7724,28,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1]",test
Mark hesitated to make a decision. Emma acted quickly and confidently.,6.1786,1.188,28,"[5, 6, 6, 6, 7, 6, 6, 6, 7, 7, 5, 6, 7, 6, 7, 6, 7, 7, 6, 7, 7, 1, 6, 7, 7, 6, 7, 6]",test
Music has the power to bring people together. The ascent required mental resilience and careful planning.,1.5,1.0715,28,"[1, 4, 1, 1, 2, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 2, 2]",test
Nancy put the turkey in the oven in the early afternoon. Alan loved the cranberry sauce at dinner.,4.5,1.7951,28,"[4, 5, 6, 4, 5, 2, 5, 4, 4, 6, 5, 6, 3, 5, 5, 6, 6, 7, 6, 1, 1, 1, 6, 1, 6, 5, 6, 5]",test
