unit,mean,std,n,individual_ratings,item_type
A businessman began speaking loudly on the phone. Everyone's eyes were watering profusely.,2.0667,1.1121,30,"[3, 2, 2, 3, 3, 3, 1, 2, 3, 2, 5, 2, 2, 1, 5, 1, 1, 3, 2, 1, 1, 2, 1, 1, 2, 1, 3, 1, 2, 1]",test
A drop of water from the ceiling fell onto the outlet. The students felt overwhelmed and stressed.,2.0333,1.129,30,"[1, 3, 2, 3, 3, 3, 2, 2, 5, 3, 4, 3, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 4, 1, 2, 1]",test
A flight attendant collected empty cups from the passengers. The poker players were unhappy with their hands.,1.3871,0.8437,31,"[1, 1, 1, 4, 2, 2, 1, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1]",test
A high-quality coffee shop is a staple of any town. Knowledge gives individuals the skills to navigate life's challenges.,1.3548,0.9504,31,"[5, 1, 1, 4, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1]",test
A high-speed rail service launched between Paris and Berlin. The documentary offers a powerful visual account of rising sea levels.,1.7,1.0554,30,"[3, 1, 1, 4, 1, 1, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 5, 1, 1]",test
A new restaurant opened downtown last week. The eatery specializes in farm-to-table dishes.,4.2903,1.0706,31,"[2, 5, 4, 4, 5, 5, 4, 4, 4, 5, 3, 5, 5, 5, 5, 5, 4, 5, 5, 1, 5, 5, 5, 5, 5, 4, 3, 2, 5, 4, 5]",test
A new tech startup opened its doors last month. The company specializes in software solutions for small businesses,4.3548,0.8386,31,"[3, 5, 5, 3, 5, 5, 4, 5, 3, 5, 4, 5, 5, 4, 5, 4, 4, 5, 5, 4, 2, 5, 5, 5, 5, 4, 5, 3, 5, 4, 4]",test
A new vocational training program was introduced in the community. Marcia could feel the platforms wobbling during the performance.,1.5484,0.9605,31,"[2, 2, 1, 3, 1, 2, 1, 5, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1]",test
A powerful earthquake struck Japan this morning. The abstract piece uses vibrant colors to explore love.,1.3871,0.8032,31,"[2, 1, 1, 3, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3]",test
A teacher implemented innovative teaching methods in the classroom. Local climate patterns began to change.,1.5484,1.0276,31,"[3, 1, 1, 4, 1, 1, 1, 3, 1, 1, 4, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1]",test
A wildlife sanctuary was recently established in the Amazon rainforest. The arts create a shared experience that fosters community.,1.6774,0.9794,31,"[1, 1, 1, 3, 3, 1, 1, 3, 3, 2, 5, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 3, 1, 2, 2]",test
Emma found the presentation engaging and informative. The retreat center focused on rest and introspection.,2.4516,1.2868,31,"[3, 3, 2, 4, 4, 4, 1, 3, 4, 3, 4, 2, 3, 1, 5, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 5, 2, 3, 1, 2, 3]",test
Jenny has been complaining about her failed relationship for months. The findings provide new insights into cultural exchanges of the time.,1.8387,1.2409,31,"[1, 1, 1, 3, 1, 1, 1, 2, 2, 2, 3, 2, 1, 1, 5, 4, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 5, 1, 1, 4]",test
