word,mean,std,n
asleep,0.454545455,NA,NA
awake,2.1,NA,NA
bad,0.5625,NA,NA
better,-0.1,NA,NA
big,1.090909091,NA,NA
black,1.19047619,NA,NA
blue,-0.066666667,NA,NA
broken,1.5,NA,NA
brown,0.571428571,NA,NA
cold,1.5,NA,NA
cute,2.083333333,NA,NA
dark,1.181818182,NA,NA
dirty,1.0,NA,NA
empty,0.8,NA,NA
fast,2.166666667,NA,NA
fine,-0.461538462,NA,NA
first,1.3,NA,NA
full,1.785714286,NA,NA
gentle,2.642857143,NA,NA
good,0.928571429,NA,NA
green,1.1,NA,NA
happy,2.076923077,NA,NA
hard,3.692307692,NA,NA
heavy,1.1,NA,NA
high,2.636363636,NA,NA
hot,2.0,NA,NA
hungry,1.285714286,NA,NA
hurt,0.9,NA,NA
last,0.615384615,NA,NA
little,1.15,NA,NA
long,0.090909091,NA,NA
loud,1.2,NA,NA
mad,0.733333333,NA,NA
naughty,0.4,NA,NA
new,-0.285714286,NA,NA
nice,0.8125,NA,NA
noisy,1.4,NA,NA
old,1.266666667,NA,NA
other,-0.083333333,NA,NA
poor,-1.2,NA,NA
pretty,2.0,NA,NA
quiet,1.0,NA,NA
red,1.833333333,NA,NA
sad,1.769230769,NA,NA
same,0.0,NA,NA
scared,1.384615385,NA,NA
sick,2.0,NA,NA
sleepy,1.416666667,NA,NA
slow,1.636363636,NA,NA
soft,2.333333333,NA,NA
sticky,2.928571429,NA,NA
stuck,1.583333333,NA,NA
thirsty,1.764705882,NA,NA
tiny,3.363636364,NA,NA
tired,0.166666667,NA,NA
wet,2.25,NA,NA
white,0.5,NA,NA
windy,3.4,NA,NA
yellow,0.5,NA,NA
yucky,3.461538462,NA,NA
bye,1.583333333,NA,NA
hello,2.1,NA,NA
hi,0.8,NA,NA
no,2.8125,NA,NA
thanks,1.416666667,NA,NA
yes,2.25,NA,NA
a,0.461538462,NA,NA
about,-0.1,NA,NA
above,1.0625,NA,NA
after,0.75,NA,NA
all,-0.1,NA,NA
am,0.583333333,NA,NA
an,-0.642857143,NA,NA
and,0.5625,NA,NA
another,0.117647059,NA,NA
any,-0.3125,NA,NA
are,-0.9,NA,NA
around,0.6,NA,NA
at,-0.166666667,NA,NA
away,0.75,NA,NA
be,0.384615385,NA,NA
because,0.214285714,NA,NA
before,-0.5,NA,NA
behind,1.545454545,NA,NA
but,0.0,NA,NA
by,0.272727273,NA,NA
could,-1.454545455,NA,NA
did,0.466666667,NA,NA
do,0.846153846,NA,NA
does,-0.6,NA,NA
down,1.909090909,NA,NA
each,0.666666667,NA,NA
every,0.25,NA,NA
for,-1.4,NA,NA
gonna,-0.4,NA,NA
gotta,0.0,NA,NA
he,1.058823529,NA,NA
her,0.7,NA,NA
here,-0.2,NA,NA
hers,1.214285714,NA,NA
him,0.583333333,NA,NA
his,0.588235294,NA,NA
how,0.461538462,NA,NA
I,3.181818182,NA,NA
if,0.636363636,NA,NA
in,1.461538462,NA,NA
inside,0.9,NA,NA
into,-0.823529412,NA,NA
is,-0.142857143,NA,NA
it,1.0,NA,NA
later,-0.3,NA,NA
lemme,-0.9,NA,NA
me,0.6,NA,NA
mine,1.5,NA,NA
more,1.125,NA,NA
much,0.416666667,NA,NA
my,1.5,NA,NA
none,0.833333333,NA,NA
not,1.384615385,NA,NA
now,1.461538462,NA,NA
of,0.230769231,NA,NA
off,1.9,NA,NA
on,0.916666667,NA,NA
our,-0.909090909,NA,NA
out,0.923076923,NA,NA
over,0.8,NA,NA
she,0.714285714,NA,NA
so,0.909090909,NA,NA
some,0.5,NA,NA
that,-0.0625,NA,NA
the,0.428571429,NA,NA
their,-1.0,NA,NA
them,-0.692307692,NA,NA
then,0.1875,NA,NA
there,0.461538462,NA,NA
these,-0.214285714,NA,NA
they,0.454545455,NA,NA
this,0.133333333,NA,NA
those,0.272727273,NA,NA
to,-0.416666667,NA,NA
too,1.0,NA,NA
try,-0.294117647,NA,NA
under,1.176470588,NA,NA
up,1.333333333,NA,NA
us,-0.769230769,NA,NA
wanna,0.333333333,NA,NA
was,-0.833333333,NA,NA
we,1.428571429,NA,NA
were,0.6,NA,NA
what,0.142857143,NA,NA
when,-1.125,NA,NA
where,-0.818181818,NA,NA
which,0.090909091,NA,NA
who,1.375,NA,NA
why,0.769230769,NA,NA
will,0.214285714,NA,NA
with,1.166666667,NA,NA
would,-2.1,NA,NA
