unit,mean,std,n,individual_ratings,item_type
"""Her answers"" as she called them, didn't take a lot of eggnog in their rum.",2.6364,1.9117,11,"[2, 2, 2, 2, 5, 1, 1, 2, 4, 1, 7]",test
"""Her answers"" as she removed them, didn't walk a collection of benediction in their dismissal.",1.7778,1.5635,9,"[1, 1, 4, 1, 1, 5, 1, 1, 1]",test
"""Her answers"" as she removed them, didn't walk a lot of eggnog in their rum.",1.625,1.0607,8,"[2, 1, 1, 1, 1, 1, 4, 2]",test
"""Her boys,"" as she called them, didn't take a lot of eggnog in their rum.",5.7692,1.8777,13,"[7, 7, 3, 6, 6, 7, 5, 7, 5, 7, 7, 7, 1]",test
A ball flying in the air can hurt.,5.9,1.4491,10,"[7, 4, 6, 7, 6, 5, 7, 3, 7, 7]",test
A difference expressing in the heat takes lift.,1.7778,0.9718,9,"[1, 3, 3, 2, 1, 3, 1, 1, 1]",test
A difference flying in the air can hurt.,2.8,1.4757,10,"[5, 1, 1, 4, 3, 1, 3, 4, 4, 2]",test
A difference flying in the air takes lift.,3.0,2.0,12,"[1, 2, 1, 5, 1, 6, 1, 6, 3, 2, 5, 3]",test
"Ahead, these grains are not adequate when failing to test software features associated with specific domains.",3.9167,2.0207,12,"[1, 6, 2, 3, 5, 6, 2, 6, 6, 4, 5, 1]",test
"Ahead, these grains are not truthful when failing to model baseline majorities attempted with ongoing assets.",3.5556,2.4552,9,"[6, 1, 1, 7, 1, 2, 3, 5, 6]",test
Almost everyone is a little bit ethnocentric.,6.2,1.6193,10,"[5, 2, 7, 6, 7, 7, 7, 7, 7, 7]",test
And even she had to scan and go get the shoes and then she said they didn't have the size.,2.6667,2.2509,6,"[3, 2, 1, 2, 7, 1]",test
And even she had to scan and help get the shoes and then she went they didn't have the size.,1.6667,0.7785,12,"[2, 1, 1, 3, 2, 1, 3, 2, 1, 1, 1, 2]",test
And even she had to spray and help find the mines and now she went they didn't talk the tomorrow.,1.8333,1.4035,12,"[2, 1, 2, 2, 2, 1, 6, 2, 1, 1, 1, 1]",test
And then she had to scan and go get the shoes and then she said they didn't have the size.,3.9091,1.446,11,"[4, 5, 5, 3, 3, 3, 5, 1, 5, 3, 6]",test
"And there was a heavier ban, a rasp, like a process charged over concrete.",3.4444,1.6667,9,"[5, 5, 2, 1, 4, 4, 1, 5, 4]",test
"And there was a heavier sound, a rasp, like a box charged over concrete.",5.1,2.2828,10,"[1, 5, 6, 7, 6, 6, 7, 7, 5, 1]",test
"And there was a heavier sound, a rasp, like a box pulled over concrete.",6.4167,0.6686,12,"[7, 7, 6, 6, 7, 6, 7, 6, 7, 6, 5, 7]",test
"And there was a tougher ban, a viscosity, like a process charged over burden.",2.5,2.0138,10,"[1, 1, 2, 7, 3, 2, 5, 1, 1, 2]",test
"And you'd ended it into the bright preparation, you know?",2.2857,1.3801,7,"[1, 4, 3, 1, 4, 2, 1]",test
"And you'd ended it into the bright preparation, you remember?",2.4615,1.5607,13,"[2, 2, 7, 2, 1, 3, 2, 2, 3, 3, 3, 1, 1]",test
"And you'd ended it into the hot coals, you know?",2.4286,1.2839,14,"[3, 1, 1, 2, 1, 4, 5, 1, 2, 2, 3, 4, 3, 2]",test
"And you'd put it into the hot coals, you know?",6.0,1.1547,7,"[7, 6, 7, 6, 7, 5, 4]",test
Appear this with a section of systems.,1.7143,1.1019,21,"[3, 3, 1, 1, 1, 5, 1, 2, 1, 1, 1, 1, 3, 1, 2, 2, 1, 3, 1, 1, 1]",test
"Besides, Steven had some really good reputations: sweets that stained your teeth bright confident - well, properly, not your teeth, just the plaque, but the result was often the same.",2.7857,2.0821,14,"[5, 1, 6, 6, 1, 2, 6, 1, 1, 3, 1, 3, 2, 1]",test
"Besides, Steven had some really good reputations: sweets that stained your teeth bright red - well, technically, not your teeth, just the plaque, but the result was often the same.",3.75,2.3755,8,"[7, 1, 5, 5, 5, 1, 1, 5]",test
"Besides, Steven had some really good stuff: sweets that stained your teeth bright red - well, technically, not your teeth, just the plaque, but the result was often the same.",5.6,2.0111,10,"[7, 6, 4, 1, 7, 7, 6, 7, 7, 4]",test
"Besides, Steven had some simply interesting reputations: paths that wrestled your colonies extremely confident - far, properly, not your controls, forward the litter, but the vote was everywhere the same.",3.1111,2.0883,9,"[1, 5, 7, 2, 1, 4, 4, 1, 3]",test
"Bonds, this is souther than I remained.",2.3158,1.6684,19,"[4, 1, 1, 1, 3, 2, 1, 4, 2, 4, 3, 1, 2, 1, 1, 4, 1, 1, 7]",test
"But the challenges ahead are equally great, and they, too, will require the exception and the leaps of the Congress and the people working in philosophy with the new Administration.",3.8571,2.4103,7,"[5, 1, 2, 1, 6, 6, 6]",test
"But the challenges ahead are equally great, and they, too, will require the support and the efforts of the Congress and the people working in cooperation with the new Administration.",6.2727,1.4894,11,"[7, 7, 7, 2, 6, 6, 7, 7, 7, 6, 7]",test
"But the challenges ahead are equally great, and they, too, will require the support and the efforts of the Congress and the people working in philosophy with the new Administration.",5.7692,1.2352,13,"[5, 6, 6, 6, 6, 7, 7, 5, 7, 3, 7, 6, 4]",test
"But the interventions asleep are hence second, and they, currently, will accept the exception and the leaps of the carbon and the agency recommending in philosophy with the dark contrast.",2.3,1.9465,10,"[1, 4, 1, 1, 2, 1, 1, 5, 1, 6]",test
"By changing this term, I aid that I will have enriched the service of that mirror of healing which is never illegally tied in America.",3.1667,1.3371,12,"[4, 3, 3, 2, 4, 2, 2, 4, 6, 4, 3, 1]",test
"By taking this action, I aid that I will have hastened the start of that mirror of healing which is so desperately tied in America.",3.0909,1.9725,11,"[1, 4, 2, 5, 1, 5, 6, 1, 5, 3, 1]",test
"By taking this action, I hope that I will have hastened the start of that mirror of healing which is so desperately needed in America.",5.4545,1.2933,11,"[7, 6, 4, 6, 5, 7, 5, 5, 7, 5, 3]",test
"By taking this action, I hope that I will have hastened the start of that process of healing which is so desperately needed in America.",5.5714,2.1492,7,"[1, 6, 7, 6, 7, 5, 7]",test
"Climate change affects distribution of weeds, pests, and diseases.",6.3333,1.3229,9,"[7, 6, 7, 7, 7, 7, 7, 3, 6]",test
"Climate change affects distribution of weeds, pests, and glasses.",5.8571,1.2315,14,"[5, 7, 3, 6, 7, 6, 6, 7, 7, 6, 7, 6, 5, 4]",test
Come to involve it to the loose effort?,1.625,1.4079,8,"[1, 1, 1, 1, 5, 2, 1, 1]",test
"Currently, we're in talks with people.",4.6364,2.5796,11,"[7, 7, 7, 6, 1, 4, 4, 1, 7, 6, 1]",test
"Duke change affects cooking of weeds, pests, and glasses.",3.5,2.0702,8,"[4, 7, 4, 4, 2, 1, 5, 1]",test
"Duke energy estimates cooking of proceedings, guerrillas, and glasses.",2.3,2.1108,10,"[1, 1, 1, 7, 2, 5, 1, 1, 3, 1]",test
"Elegant scribes are matched by a bill of interview treated unethical exhibit, which is decided by timber minced from the delivery that budges to institute abuse.",1.7333,1.3345,15,"[1, 1, 1, 4, 1, 5, 1, 3, 1, 1, 1, 1, 1, 3, 1]",test
Even prolonged eye contact seems to have an effect.,6.8182,0.603,11,"[7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7]",test
Even shaved eye contact seems to have an effect.,2.75,1.9821,8,"[1, 5, 1, 1, 5, 5, 3, 1]",test
Find a quarter or another small coin.,6.2727,1.1909,11,"[7, 7, 7, 7, 6, 4, 7, 7, 7, 4, 6]",test
"Guys, this is harder than I remained.",2.8,2.0771,15,"[1, 1, 1, 2, 5, 3, 1, 1, 2, 6, 1, 2, 7, 4, 5]",test
"Guys, this is harder than I thought.",7.0,0.0,7,"[7, 7, 7, 7, 7, 7, 7]",test
Have both of the studies come around and have the rattle walk it into the journalist or constituency while the kids aren't making.,2.2,1.2293,10,"[3, 1, 2, 5, 1, 3, 1, 2, 2, 2]",test
Have both of the studies come around and have the referee throw it into the grass or pitch while the kids aren't looking.,3.4545,2.2962,11,"[1, 3, 4, 1, 5, 7, 2, 5, 7, 2, 1]",test
Have both of the teams come around and have the referee throw it into the grass or pitch while the teams aren't looking.,4.25,2.0529,8,"[1, 2, 3, 5, 5, 5, 6, 7]",test
