unit,mean,std,n,individual_ratings,item_type
A fire drill disrupted the lesson on American history.,3.2667,1.7798,30,"[3, 5, 7, 1, 4, 6, 2, 3, 2, 6, 2, 1, 1, 2, 2, 2, 3, 5, 4, 5, 6, 1, 1, 5, 2, 3, 2, 5, 4, 3]",test
Aaron couldn't get the catchy tune out of his mind.,1.6667,1.373,30,"[1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 4, 1, 4, 1, 1, 5, 1, 1, 1, 6, 1, 1]",test
Alan loved the cranberry sauce at dinner.,2.7,1.8033,30,"[5, 2, 7, 1, 2, 4, 1, 3, 1, 4, 1, 3, 1, 2, 1, 1, 1, 3, 4, 1, 6, 1, 2, 4, 2, 2, 2, 7, 3, 4]",test
Alicia stayed up for two days straight to complete the project.,1.8667,1.4794,30,"[2, 2, 1, 1, 1, 4, 1, 3, 1, 3, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 6, 1, 1, 1, 7, 1, 1]",test
Books can provide knowledge and act as stylish décor,2.0333,1.2452,30,"[3, 5, 1, 1, 2, 3, 1, 3, 1, 2, 1, 1, 4, 2, 1, 1, 1, 2, 4, 1, 3, 1, 2, 2, 2, 5, 1, 1, 3, 1]",test
Bright spaces feel more open and welcoming.,4.3667,1.6078,30,"[4, 7, 7, 5, 5, 5, 3, 4, 6, 6, 5, 4, 7, 5, 5, 1, 3, 4, 5, 5, 6, 2, 2, 1, 3, 4, 4, 5, 5, 3]",test
Chris was able to walk away without hesitation.,1.8333,1.1167,30,"[1, 2, 1, 3, 1, 3, 2, 3, 1, 2, 1, 2, 1, 2, 1, 1, 3, 2, 2, 1, 2, 1, 2, 5, 1, 1, 1, 5, 1, 1]",test
Communities with fresh water access have fewer heath issues.,3.7667,1.7943,30,"[2, 3, 1, 2, 2, 5, 6, 2, 5, 7, 2, 6, 5, 5, 2, 1, 2, 3, 5, 5, 6, 4, 2, 5, 5, 2, 2, 5, 5, 6]",test
Dinner at the hotel was accompanied by hula dancing.,4.8333,2.1669,30,"[5, 6, 7, 2, 7, 7, 4, 5, 7, 7, 1, 1, 1, 6, 1, 3, 6, 5, 5, 3, 6, 1, 6, 7, 5, 6, 5, 7, 7, 6]",test
Dinner reservations doubled the following week.,2.6333,1.6914,30,"[1, 5, 1, 1, 1, 5, 2, 2, 2, 4, 1, 3, 5, 4, 1, 1, 1, 2, 6, 1, 3, 1, 1, 3, 3, 2, 2, 5, 4, 6]",test
Emma acted quickly and confidently.,1.3,0.9523,30,"[1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 5, 1, 1, 1, 1, 1, 1]",test
Employment rates for local residents went up.,1.5667,0.8976,30,"[1, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 1, 1, 1, 1, 1, 3, 2, 3, 1, 4, 1, 1, 1, 1, 1, 1, 3, 1, 1]",test
Everyone needs their daily caffeine hit.,1.5517,1.2702,29,"[2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 4, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 7, 1, 1]",test
Fans were left disappointed and searching for resales.,1.5667,1.0063,30,"[1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 2]",test
Flowers add beauty to a windowsill.,6.1,1.1552,30,"[7, 7, 7, 6, 6, 7, 6, 4, 6, 5, 7, 7, 7, 5, 7, 5, 7, 7, 7, 7, 6, 5, 3, 7, 5, 5, 4, 7, 7, 7]",test
