unit,mean,std,n,individual_ratings,item_type
"""Her boys"", as she called them, didn't take a lot of eggnog in their rum.",3.9048,1.2457,42,"[4, 3, 1, 5, 5, 5, 5, 4, 5, 5, 4, 4, 4, 5, 4, 2, 4, 5, 4, 5, 5, 4, 4, 5, 5, 4, 5, 3, 4, 3, 5, 1, 4, 4, 4, 4, 5, 2, 1, 5, 1, 3]",filler
"After the climb, a ranger showed up who brought some food.",3.72,1.1733,25,"[5, 4, 3, 3, 3, 2, 5, 1, 4, 4, 5, 2, 4, 5, 4, 5, 5, 4, 2, 5, 3, 3, 3, 4, 5]",test
"After the climb, a ranger who brought some food showed up.",4.1176,1.1114,17,"[4, 4, 5, 5, 5, 5, 5, 3, 3, 4, 4, 5, 1, 5, 5, 4, 3]",test
"After the dinner, a musician arrived who was hired yesterday.",3.4545,1.0108,22,"[4, 4, 4, 5, 3, 4, 3, 2, 4, 3, 4, 1, 2, 4, 4, 4, 5, 4, 2, 4, 3, 3]",test
"After the dinner, a musician who was hired yesterday arrived.",4.1,0.9679,20,"[3, 5, 5, 4, 3, 5, 4, 5, 5, 2, 4, 5, 5, 5, 4, 5, 4, 3, 3, 3]",test
"After the incident, a secretary apologized who misfiled the documents from the trial.",3.15,1.04,20,"[4, 4, 5, 3, 2, 2, 3, 2, 2, 2, 5, 3, 4, 4, 4, 3, 3, 4, 2, 2]",test
"After the incident, a secretary who misfiled the documents from the trial apologized.",4.0909,1.1088,22,"[3, 5, 4, 5, 5, 4, 5, 4, 4, 4, 5, 5, 5, 2, 5, 3, 5, 3, 2, 5, 2, 5]",test
"After the investigation, an employee was fired who had been embezzling from the company whose stock prices had dropped.",2.5455,1.5032,22,"[4, 5, 1, 2, 2, 2, 3, 3, 1, 1, 1, 5, 1, 5, 1, 1, 5, 3, 3, 1, 3, 3]",test
"After the investigation, an employee who had been embezzling from the company whose stock prices had dropped was fired.",3.2,1.1517,20,"[4, 3, 4, 4, 4, 3, 4, 3, 2, 3, 5, 5, 3, 2, 2, 2, 1, 2, 5, 3]",test
"After the lecture, a student showed up who was doing poorly in the class.",4.0455,0.9989,22,"[3, 4, 5, 5, 3, 3, 5, 5, 4, 3, 5, 5, 3, 5, 5, 5, 2, 5, 4, 3, 3, 4]",test
"After the lecture, a student who was doing poorly in the class showed up.",4.15,1.3089,20,"[1, 5, 5, 5, 5, 4, 5, 4, 5, 4, 5, 1, 4, 5, 4, 4, 5, 2, 5, 5]",test
"After the transaction, a client complained who purchased some property on an island.",2.7917,1.2847,24,"[2, 4, 5, 1, 3, 3, 2, 2, 2, 2, 2, 1, 5, 3, 3, 5, 1, 3, 5, 2, 3, 2, 2, 4]",test
"After the transaction, a client who purchased some property on an island complained.",3.7222,0.8264,18,"[3, 3, 3, 4, 4, 4, 4, 4, 5, 4, 3, 3, 4, 5, 3, 2, 4, 5]",test
Almost everyone is a little bit ethnocentric.,4.4048,1.1275,42,"[3, 4, 3, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 1, 5, 4, 5, 5, 5, 5, 5, 1, 5, 2, 5, 5, 5, 5, 2, 4, 5, 5]",filler
And then she had to scan and go get the shoes and then she said they didn't have the size.,2.506,1.2135,83,"[3, 3, 3, 4, 3, 5, 5, 5, 4, 4, 3, 4, 4, 5, 4, 3, 3, 3, 3, 4, 2, 3, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4, 4, 1, 1, 1, 1, 1, 1, 5, 1, 3, 1, 4, 3, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 5, 5, 2, 2, 1, 1, 3, 1, 2, 2, 2, 3, 3, 2, 1]",filler
"And there was a heavier sound, a rasp, like a box pulled over concrete.",4.1667,0.9857,42,"[4, 4, 2, 5, 5, 4, 4, 5, 5, 5, 4, 4, 4, 4, 4, 5, 3, 4, 3, 5, 5, 5, 4, 5, 5, 4, 5, 1, 5, 4, 5, 4, 4, 3, 5, 5, 5, 3, 2, 5, 5, 3]",filler
"At the airport, a spy was caught who stole secret documents from the IRS where an insider had provided help.",3.0769,1.1875,13,"[3, 5, 3, 3, 2, 2, 3, 2, 1, 5, 4, 3, 4]",test
