unit,mean,std,n,individual_ratings,item_type
A backpack carries all the essentials on a hike. Food banks offer meals to those in need.,1.8667,0.9732,30,"[1, 2, 2, 3, 2, 1, 3, 1, 4, 2, 1, 2, 4, 1, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2]",test
A car accident blocked off one lane of the highway. Water restrictions were imposed on the community.,1.7667,0.9353,30,"[1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 4, 1, 5, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2]",test
A garden brings color to a backyard. The firm's new laptop is cutting-edge and stylish.,1.3,0.9154,30,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 5, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",test
A lighthouse guides ships to safety. Flowers add beauty to a windowsill.,1.7667,0.9353,30,"[2, 1, 1, 1, 1, 1, 3, 1, 2, 3, 1, 1, 2, 2, 5, 2, 2, 2, 2, 1, 1, 1, 1, 3, 2, 1, 2, 1, 3, 2]",test
A melody was stuck in Jim's head all day. The investor nurtured startups into thriving companies.,1.5172,0.871,29,"[1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 3, 3, 2, 1, 1, 1, 1, 3, 1]",test
A menacing storm rolled across the horizon. Alicia stayed up for two days straight to complete the project.,1.8,0.9613,30,"[1, 2, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 4, 1, 1, 4, 3, 3, 2, 1, 2, 1, 2, 2]",test
A mountain climbing team reached the summit of K2 last month. The ascent marked the fastest recorded climb of the peak.,4.7,0.7022,30,"[5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5, 5, 2, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5]",test
A popular social media platform introduced new privacy settings. Users felt more secure about their personal information.,4.7667,0.504,30,"[5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",test
A productive morning routine can set the tone for the rest of the day. Starting with exercise or meditation boosts focus and mental clarity.,4.3667,0.9279,30,"[4, 4, 5, 4, 5, 5, 3, 5, 5, 2, 5, 5, 2, 4, 5, 5, 4, 3, 5, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5]",test
A rat gnawed through the cables in the walls. The power suddenly went out in the building.,4.4333,1.0063,30,"[4, 4, 5, 4, 5, 5, 2, 5, 5, 5, 1, 5, 4, 5, 5, 5, 5, 4, 5, 5, 4, 3, 5, 5, 5, 5, 5, 3, 5, 5]",test
