unit,mean,std,n,individual_ratings,item_type
Each software programming volunteer can choose which software project to work on.,3.9180,1.0847,61,"[1, 4, 3, 3, 4, 4, 5, 5, 5, 5, 2, 3, 4, 4, 5, 4, 3, 4, 5, 4, 5, 5, 4, 5, 4, 4, 2, 5, 4, 2, 1, 5, 4, 4, 4, 5, 5, 5, 5, 4, 5, 2, 5, 4, 4, 4, 3, 4, 2, 5, 4, 5, 2, 4, 3, 3, 4, 4, 3, 5, 5]",filler
He decided to cash in his investments.,4.6393,0.7079,61,"[5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 3, 5, 3, 5, 5, 5, 5, 4, 5, 5, 4, 1, 5, 5, 4, 4, 5, 4, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 4, 5, 4]",test
He dreamt about traveling around the world.,4.2333,0.9353,30,"[5, 4, 2, 4, 3, 5, 5, 5, 5, 4, 5, 4, 3, 4, 4, 5, 5, 3, 5, 3, 5, 5, 5, 5, 4, 4, 4, 5, 2, 5]",test
He lifted his head and saw her sitting on the other chair.,4.1148,0.9327,61,"[5, 5, 5, 4, 4, 4, 2, 5, 5, 4, 3, 4, 4, 2, 4, 5, 5, 4, 5, 3, 5, 4, 4, 4, 3, 4, 3, 5, 4, 5, 2, 5, 2, 3, 4, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 4, 4, 5, 3, 4, 4, 5, 3, 5, 4, 4, 2, 5, 3, 5, 4]",filler
He played with the latest technologies.,4.0167,1.0969,60,"[5, 5, 4, 4, 5, 5, 4, 2, 3, 4, 4, 2, 4, 5, 5, 5, 4, 5, 4, 5, 2, 5, 4, 3, 4, 4, 5, 3, 5, 1, 5, 4, 4, 3, 5, 2, 4, 5, 3, 5, 4, 5, 5, 2, 2, 5, 4, 5, 5, 4, 4, 5, 4, 2, 5, 5, 4, 2, 4, 5]",test
He says the future lies in new crops that need less water.,3.8033,1.0773,61,"[4, 3, 4, 3, 4, 5, 4, 5, 3, 3, 2, 4, 4, 2, 5, 5, 4, 3, 5, 3, 5, 4, 4, 5, 3, 5, 3, 4, 3, 3, 1, 5, 5, 3, 3, 5, 3, 2, 5, 4, 3, 2, 5, 4, 2, 3, 2, 5, 5, 5, 4, 5, 4, 5, 5, 4, 4, 5, 2, 4, 4]",filler
He sided with the protestors.,4.5738,0.7407,61,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 4, 3, 5, 5, 4, 5, 5, 4, 5, 4, 5, 5, 4, 4, 4, 5, 5, 5, 1, 5, 5, 4, 4, 5, 3, 5, 5, 5, 4, 3, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5]",test
He sings in the church choir.,4.6721,0.7005,61,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 4, 4, 4, 5, 5, 4, 1, 5, 5, 4, 4, 5, 3, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5]",test
He tampered with the security system.,4.5667,0.8309,60,"[5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 4, 5, 2, 5, 5, 5, 5, 3, 5, 5, 5, 1, 5, 5, 3, 4, 5, 4, 3, 5, 5, 5, 4, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 4, 5, 5]",test
He traded in a guitar for a trumpet.,4.6167,0.7386,60,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 3, 3, 4, 5, 4, 5, 5, 4, 5, 3, 5, 1, 5, 5, 4, 4, 5, 5, 5, 4, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 5, 5]",test
He turned in the old car for a new model.,4.1000,1.0366,60,"[4, 5, 3, 4, 5, 4, 5, 5, 4, 4, 4, 3, 5, 5, 5, 5, 5, 4, 5, 3, 4, 2, 5, 4, 3, 4, 4, 5, 4, 4, 1, 5, 4, 3, 4, 5, 2, 5, 5, 4, 4, 3, 5, 5, 2, 5, 5, 5, 3, 4, 5, 5, 4, 5, 5, 2, 5, 3, 2, 5]",test
He was unconscious by the time fire crews arrived to free him.,4.0984,1.0441,61,"[5, 4, 5, 4, 2, 2, 5, 5, 5, 4, 5, 4, 4, 2, 5, 5, 5, 3, 5, 3, 5, 3, 5, 4, 4, 5, 3, 5, 3, 4, 1, 5, 5, 4, 4, 5, 4, 5, 5, 4, 4, 4, 5, 4, 2, 5, 4, 4, 5, 5, 4, 5, 5, 3, 2, 4, 2, 5, 4, 4, 5]",filler
He went about his daily routine.,4.6167,0.7152,60,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 4, 5, 3, 5, 5, 4, 5, 4, 5, 5, 4, 1, 5, 4, 4, 5, 4, 4, 5, 5, 5, 4, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 5, 4]",test
Her mother had sided with her stepfather and joined in blaming her.,3.0328,1.1828,61,"[3, 3, 3, 2, 5, 3, 3, 5, 2, 2, 2, 4, 4, 1, 2, 4, 3, 3, 5, 2, 3, 3, 2, 3, 2, 4, 4, 5, 2, 4, 1, 3, 2, 2, 4, 5, 1, 4, 4, 1, 5, 1, 4, 2, 5, 3, 2, 3, 2, 2, 3, 3, 5, 2, 2, 3, 4, 5, 3, 3, 3]",filler
Her speech brought about a shift in perspective.,3.7833,1.2226,60,"[4, 2, 5, 3, 4, 4, 4, 5, 4, 5, 4, 4, 4, 2, 5, 5, 2, 3, 5, 4, 2, 4, 5, 2, 3, 5, 4, 5, 4, 3, 1, 5, 4, 4, 3, 5, 2, 5, 5, 5, 1, 2, 5, 5, 4, 5, 1, 4, 3, 2, 4, 5, 5, 5, 5, 2, 4, 4, 4, 3]",test
In times of trouble you go to your friends not your enemies.,3.9344,1.1086,61,"[3, 4, 3, 2, 5, 3, 5, 5, 3, 3, 4, 2, 4, 5, 1, 5, 4, 4, 5, 4, 3, 5, 3, 3, 4, 5, 4, 5, 4, 4, 1, 5, 5, 5, 4, 5, 1, 4, 5, 5, 5, 4, 5, 4, 5, 4, 3, 5, 5, 5, 3, 3, 4, 3, 4, 4, 2, 5, 4, 5, 4]",filler
It is sensible to invest only what you can afford to lose.,3.9672,1.0483,61,"[2, 4, 3, 2, 3, 5, 5, 5, 4, 2, 3, 3, 4, 2, 4, 5, 3, 4, 5, 4, 5, 4, 4, 5, 4, 5, 4, 5, 4, 2, 1, 5, 5, 5, 4, 5, 3, 2, 5, 4, 3, 4, 5, 5, 4, 5, 5, 5, 4, 5, 3, 5, 4, 4, 3, 5, 3, 5, 4, 4, 4]",filler
Many plant and animal species found here are endangered outside the park.,3.5333,1.2415,60,"[3, 4, 4, 2, 5, 4, 2, 5, 4, 2, 3, 5, 4, 5, 2, 5, 3, 4, 4, 4, 3, 2, 5, 3, 2, 5, 3, 5, 2, 4, 1, 3, 4, 3, 3, 5, 4, 5, 5, 5, 3, 5, 4, 2, 5, 1, 4, 2, 5, 4, 5, 4, 2, 4, 1, 3, 4, 1, 4, 3]",filler
Measures to help vulnerable customers do not appear to have been effective.,3.3115,1.3107,61,"[2, 4, 4, 5, 4, 3, 2, 5, 5, 2, 1, 3, 2, 1, 2, 4, 3, 4, 5, 4, 2, 4, 4, 4, 4, 5, 3, 5, 2, 2, 1, 2, 4, 2, 3, 5, 2, 3, 4, 2, 5, 2, 5, 5, 4, 4, 3, 2, 5, 5, 3, 5, 1, 5, 3, 2, 4, 4, 1, 4, 2]",filler
Most tournaments require four to six wins to take out the trophy.,2.7667,1.1404,60,"[2, 4, 2, 3, 3, 2, 2, 5, 3, 2, 3, 2, 2, 5, 2, 2, 3, 3, 1, 2, 4, 2, 2, 2, 3, 5, 2, 5, 2, 3, 1, 4, 3, 4, 3, 4, 2, 4, 2, 2, 2, 4, 2, 1, 4, 4, 2, 3, 1, 1, 5, 2, 4, 4, 2, 3, 3, 2, 1, 4]",filler
My mother was extremely good socially and very sensitive to family relationships.,3.2951,1.0543,61,"[4, 5, 4, 2, 5, 3, 4, 4, 4, 4, 2, 4, 4, 3, 3, 4, 2, 3, 5, 3, 3, 3, 3, 3, 1, 5, 2, 4, 3, 4, 1, 3, 3, 3, 3, 5, 2, 4, 3, 2, 5, 2, 4, 2, 3, 3, 2, 2, 5, 2, 2, 3, 4, 2, 4, 4, 4, 4, 3, 4, 5]",filler
Operational safety training requires the participant to be physically flexible and dextrous.,3.7705,1.0550,61,"[4, 3, 4, 2, 4, 4, 2, 5, 2, 2, 2, 3, 3, 5, 5, 5, 3, 3, 4, 4, 2, 5, 4, 5, 4, 5, 4, 5, 4, 3, 1, 3, 3, 3, 3, 5, 2, 4, 5, 4, 4, 3, 5, 4, 5, 3, 4, 3, 5, 4, 3, 5, 5, 5, 4, 5, 5, 3, 4, 4, 4]",filler
Parents provide the opportunities for children to access and play video games.,3.5333,1.1270,60,"[4, 5, 4, 4, 2, 3, 4, 3, 2, 3, 2, 4, 4, 2, 3, 5, 3, 3, 5, 3, 3, 2, 4, 4, 5, 5, 4, 5, 2, 1, 4, 3, 5, 4, 4, 2, 4, 4, 3, 5, 3, 5, 2, 2, 3, 2, 5, 5, 2, 4, 4, 5, 4, 4, 3, 4, 5, 4, 1, 4]",filler
Parking in these zones in bigger cities is usually subject to payment.,3.2295,1.2301,61,"[3, 3, 4, 2, 4, 2, 2, 2, 2, 4, 2, 2, 4, 4, 1, 4, 4, 2, 5, 3, 5, 4, 4, 5, 3, 5, 4, 5, 2, 2, 1, 5, 3, 2, 4, 4, 2, 2, 4, 4, 4, 1, 4, 4, 2, 3, 1, 4, 3, 5, 3, 5, 5, 4, 1, 2, 3, 5, 3, 3, 3]",filler
Roses flower from late spring to autumn and make excellent cut flowers.,3.3500,1.2865,60,"[3, 3, 5, 5, 2, 3, 4, 4, 2, 2, 2, 4, 4, 5, 2, 5, 5, 4, 3, 4, 4, 2, 5, 4, 2, 5, 4, 4, 5, 4, 1, 3, 5, 4, 2, 5, 4, 4, 4, 5, 3, 1, 5, 5, 2, 2, 3, 2, 2, 4, 4, 2, 2, 1, 2, 3, 5, 3, 1, 2]",filler
She came up with an excellent strategy.,4.7000,0.6715,60,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 4, 5, 5, 5, 4, 5, 5, 4, 1, 5, 4, 4, 4, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5]",test
