unit,mean,std,n,individual_ratings,item_type
That the hairdresser who won several awards from fashion magazines hates the new fashion trends troubled the arts editor of the local newspaper.,2.9016,1.2742,61,"[1, 4, 3, 1, 2, 2, 4, 4, 5, 4, 2, 4, 2, 2, 2, 4, 4, 5, 2, 2, 2, 3, 1, 4, 1, 5, 4, 4, 1, 2, 5, 4, 3, 1, 2, 2, 2, 4, 4, 2, 3, 2, 2, 3, 5, 2, 4, 2, 5, 2, 4, 4, 4, 4, 4, 4, 2, 2, 2, 1, 1]",filler
The acknowledgement that the news that the waitress was working the graveyard shift annoyed the cook.,3.1071,1.2864,28,"[4, 5, 3, 4, 4, 2, 4, 4, 2, 4, 5, 2, 4, 2, 1, 4, 3, 1, 4, 5, 4, 3, 3, 2, 2, 1, 4, 1]",test
The acknowledgement that the news that the waitress was working the graveyard shift might impress the assistant manager annoyed the cook.,3.2059,1.3434,34,"[4, 2, 3, 5, 4, 2, 1, 3, 4, 4, 4, 1, 1, 4, 2, 4, 2, 3, 5, 2, 4, 5, 2, 4, 1, 4, 4, 2, 5, 4, 2, 5, 2, 5]",test
The aliens who are technologically advanced beyond our wildest dreams only pay any attention to us because of our expanding shell of old TV programs propagating throughout the galaxy.,1.9355,1.1856,62,"[3, 5, 4, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 4, 1, 2, 3, 1, 2, 5, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 3, 5, 4, 5, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 1, 2, 4, 3, 1, 2, 2, 2, 1, 1, 1, 1, 1]",filler
The allegation that the proof that the stock trader was defrauding the investors might implicate the overseas bank was investigated by the regulators.,3.2222,1.2506,27,"[5, 5, 1, 5, 1, 4, 2, 3, 3, 4, 3, 2, 4, 4, 4, 5, 2, 1, 2, 4, 4, 3, 3, 3, 4, 4, 2]",test
The allegation that the proof that the stock trader was defrauding the investors was investigated by the regulators.,2.4857,1.5024,35,"[5, 4, 1, 2, 4, 4, 4, 1, 1, 4, 1, 1, 2, 5, 1, 3, 1, 4, 4, 1, 1, 2, 2, 5, 5, 1, 3, 3, 1, 1, 4, 1, 2, 2, 1]",test
The angry scientist who the professor thought would destroy the computer printout analyzed the data correctly.,1.7097,0.9816,62,"[2, 4, 2, 1, 5, 2, 3, 4, 2, 1, 2, 1, 1, 4, 2, 1, 2, 3, 2, 1, 2, 1, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1, 2, 1, 3, 1, 1, 1]",filler
The aviator that the servant wonders whether his master will invite is unavailable at the moment.,2.9677,1.2927,62,"[2, 3, 5, 2, 4, 2, 2, 4, 4, 1, 5, 4, 2, 4, 4, 3, 2, 4, 4, 4, 5, 1, 1, 2, 3, 2, 4, 4, 4, 2, 2, 4, 1, 3, 4, 4, 5, 4, 4, 4, 1, 4, 2, 2, 4, 4, 5, 4, 2, 3, 2, 2, 4, 1, 2, 1, 5, 2, 1, 2, 2, 1]",filler
The baby who the composer remembered the claim that the drummer had intended to write a song for was turning two years old.,3.7258,1.1332,62,"[2, 5, 5, 5, 4, 4, 4, 4, 5, 4, 4, 1, 4, 4, 4, 3, 4, 3, 4, 4, 5, 4, 3, 4, 4, 1, 3, 5, 4, 3, 3, 5, 4, 5, 4, 4, 5, 1, 4, 4, 2, 2, 3, 2, 5, 4, 5, 5, 4, 4, 4, 4, 5, 5, 4, 4, 5, 1, 2, 4, 3, 2]",filler
The bartender who the captain remembered had served the estranged couple some strong drinks was very friendly.,1.9194,1.0449,62,"[2, 3, 1, 3, 2, 1, 2, 4, 2, 1, 1, 3, 3, 4, 2, 2, 3, 4, 1, 1, 4, 1, 1, 2, 2, 1, 5, 1, 3, 1, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 3, 1, 4, 2, 4, 1, 2, 2, 1, 1]",filler
The bears frightened the ranger who trained the guide who led the hikers who brought the equipment and who were very experienced in wilderness survival.,3.5484,1.2633,62,"[3, 3, 2, 3, 5, 5, 2, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 3, 2, 4, 2, 2, 5, 3, 2, 1, 5, 5, 5, 4, 4, 4, 2, 4, 1, 1, 5, 5, 4, 4, 2, 2, 4, 2, 4, 3, 5, 5, 2, 4, 4, 5, 5, 5, 5, 5, 4, 1, 2, 4, 4, 5]",filler
The brilliant professor sneered at the young student who the administrator said had plagiarized the paper that he had seen earlier that morning.,2.2097,1.3445,62,"[2, 5, 4, 2, 1, 2, 4, 5, 2, 1, 1, 2, 1, 2, 1, 1, 4, 4, 4, 3, 1, 2, 1, 2, 2, 1, 4, 3, 3, 1, 3, 1, 4, 1, 2, 1, 1, 1, 5, 4, 1, 1, 2, 2, 1, 2, 4, 1, 1, 1, 4, 1, 3, 1, 4, 2, 5, 1, 1, 1, 3, 1]",filler
The chance that the rumor that the strange hermit was worshiping the nature spirit might intrigue the local kids troubled the villagers.,3.1515,1.3257,33,"[2, 4, 2, 5, 4, 1, 3, 5, 2, 4, 2, 4, 2, 2, 2, 5, 2, 4, 1, 2, 5, 4, 4, 4, 4, 5, 5, 2, 3, 3, 2, 1, 4]",test
The chance that the rumor that the strange hermit was worshiping the nature spirit troubled the villagers.,2.5862,1.2106,29,"[2, 5, 2, 4, 1, 2, 4, 2, 5, 3, 4, 4, 2, 2, 1, 2, 2, 1, 2, 1, 3, 4, 3, 3, 2, 1, 2, 4, 2]",test
The chance that the speculation that the author was writing the disturbing children's story might frighten off the veteran illustrator was discounted by the nervous publisher.,3.2188,1.3133,32,"[3, 5, 4, 4, 4, 1, 4, 1, 2, 2, 2, 4, 2, 3, 5, 4, 4, 3, 1, 5, 2, 2, 2, 5, 5, 5, 4, 4, 4, 3, 2, 2]",test
The chance that the speculation that the author was writing the disturbing children's story was discounted by the nervous publisher.,2.9333,1.3374,30,"[1, 4, 5, 4, 4, 2, 5, 4, 2, 4, 4, 5, 2, 4, 1, 1, 1, 4, 2, 2, 2, 4, 2, 2, 3, 1, 4, 3, 4, 2]",test
The congress decided that whether universal care will be adopted should be discussed at the next meeting after the other bills are signed.,1.8065,1.084,62,"[3, 4, 4, 1, 1, 2, 3, 4, 2, 1, 1, 1, 1, 5, 2, 1, 1, 4, 4, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 3, 1, 3, 2, 1, 1, 1, 2, 2, 4, 2, 2, 2, 1, 1, 4, 2, 1, 1]",filler
"The cop shot some holes in the locks on the door that the thief had run through and that was now open, just before his pursuers could stop him.",2.8871,1.2817,62,"[1, 4, 1, 4, 2, 5, 2, 4, 2, 4, 4, 4, 1, 2, 2, 2, 2, 4, 2, 3, 4, 2, 3, 4, 4, 4, 5, 4, 3, 2, 4, 1, 2, 1, 1, 1, 2, 4, 4, 4, 1, 4, 2, 4, 2, 4, 5, 4, 5, 2, 3, 4, 3, 2, 4, 4, 4, 1, 1, 1, 2, 3]",filler
The crazed fan circled around the tennis player whose unbecoming conduct the line judge secretly despised.,2.4918,1.3244,61,"[4, 3, 3, 4, 4, 2, 4, 1, 4, 2, 4, 1, 2, 2, 1, 4, 2, 4, 1, 2, 1, 1, 2, 1, 1, 4, 4, 3, 1, 1, 2, 1, 4, 5, 2, 1, 5, 4, 2, 2, 1, 2, 1, 4, 2, 2, 1, 2, 2, 2, 4, 2, 1, 2, 5, 2, 1, 4, 4, 2, 5]",filler
"The dark-haired, mysterious Brazilian woman who the man from Quebec thought cooked very well was visiting only briefly.",1.8387,0.9614,62,"[4, 2, 2, 1, 2, 1, 2, 4, 2, 2, 1, 1, 2, 1, 2, 1, 2, 3, 1, 1, 2, 1, 2, 3, 4, 1, 2, 2, 3, 2, 2, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 4, 2, 1, 1, 1, 1, 2, 3, 3, 1, 4, 1, 2, 1, 4, 1, 1, 2]",filler
The doctor forgot the fact that whether the tumor should be removed would depend on the patient's health.,1.5902,0.9896,61,"[4, 4, 2, 1, 1, 1, 5, 4, 2, 1, 1, 1, 4, 1, 1, 2, 4, 1, 1, 2, 2, 1, 3, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1]",filler
The doctor who the nurse who had trusted the report that the specialist ran tests on sensed a scandal was approaching.,3.5806,1.3855,62,"[2, 4, 5, 5, 3, 5, 4, 5, 5, 1, 4, 1, 3, 4, 2, 3, 4, 4, 2, 5, 5, 2, 5, 2, 5, 4, 5, 4, 4, 2, 2, 4, 5, 3, 1, 4, 4, 5, 1, 4, 2, 4, 2, 5, 5, 5, 5, 3, 4, 1, 4, 5, 5, 5, 5, 2, 5, 2, 2, 2, 5, 2]",filler
The dog-catcher found the puppy which belonged to the cowboy who wanted posters of were plastered all over town.,3.1774,1.337,62,"[4, 4, 1, 4, 3, 5, 5, 4, 4, 2, 4, 2, 4, 4, 2, 5, 3, 4, 1, 2, 2, 1, 2, 2, 4, 1, 4, 3, 4, 3, 2, 5, 1, 4, 5, 2, 2, 5, 4, 2, 4, 2, 1, 3, 4, 5, 5, 2, 2, 4, 4, 5, 3, 2, 3, 5, 4, 5, 4, 1, 1, 3]",filler
The expectation that the reports that the teachers were neglecting the students might anger the school board troubled the superintendent.,2.8182,1.296,22,"[4, 2, 4, 4, 3, 2, 5, 1, 5, 2, 4, 2, 3, 2, 5, 3, 2, 3, 1, 2, 2, 1]",test
The expectation that the reports that the teachers were neglecting the students troubled the superintendent.,2.75,1.4097,40,"[2, 4, 4, 4, 4, 2, 2, 4, 4, 5, 5, 4, 4, 3, 1, 2, 4, 1, 2, 3, 1, 1, 4, 1, 2, 1, 5, 4, 1, 4, 2, 2, 5, 2, 2, 4, 1, 1, 1, 2]",test
"The farmer fed the dog that chased the cats that stalked the rats that were hiding in the corner and that was old, tired and grey.",3.3871,1.246,62,"[4, 5, 3, 5, 4, 5, 2, 2, 4, 4, 4, 2, 4, 4, 2, 4, 4, 4, 2, 2, 4, 4, 5, 3, 2, 1, 5, 5, 3, 4, 4, 2, 1, 4, 2, 1, 5, 4, 4, 4, 2, 2, 2, 4, 3, 5, 4, 4, 2, 2, 4, 1, 5, 3, 4, 5, 5, 1, 4, 4, 4, 3]",filler
The fish who the storyteller asserted that the child had caught last Thursday evening at dusk promised three magic wishes.,2.9839,1.2609,62,"[3, 4, 4, 4, 3, 4, 5, 4, 5, 3, 2, 1, 2, 2, 4, 4, 3, 4, 2, 4, 5, 1, 2, 3, 5, 1, 3, 2, 4, 2, 2, 1, 1, 3, 5, 4, 3, 1, 2, 4, 2, 2, 2, 2, 2, 4, 4, 4, 2, 5, 2, 1, 4, 5, 3, 4, 2, 1, 4, 3, 2, 4]",filler
The fisherman who the cook finally acknowledged really liked seafood admired the sincere schoolteacher.,2.8065,1.3651,62,"[4, 5, 3, 4, 4, 2, 4, 4, 2, 4, 2, 1, 1, 2, 2, 3, 3, 4, 2, 5, 2, 1, 1, 2, 1, 1, 3, 5, 4, 2, 2, 5, 4, 3, 2, 1, 5, 5, 3, 4, 1, 5, 2, 2, 2, 2, 1, 2, 5, 5, 3, 2, 3, 2, 3, 4, 5, 2, 1, 2, 2, 1]",filler
The form was stamped by the bureaucrat who worked at the ministry where everyone who had walked strangely.,3.1148,1.4955,61,"[2, 5, 2, 4, 5, 5, 1, 5, 3, 5, 3, 2, 3, 1, 3, 5, 5, 2, 5, 4, 1, 1, 1, 1, 5, 1, 4, 3, 4, 4, 4, 1, 3, 5, 4, 3, 5, 2, 4, 1, 4, 4, 5, 4, 5, 5, 1, 2, 3, 4, 5, 3, 3, 2, 2, 4, 2, 1, 1, 2, 1]",filler
The hotel manager covered for the clerks who greeted the guest who tipped the chambermaids who cleaned the room and who was leaving the hotel for the evening.,3.871,1.2077,62,"[5, 3, 4, 5, 4, 5, 2, 5, 5, 4, 5, 2, 3, 5, 4, 3, 5, 4, 2, 5, 4, 3, 2, 3, 4, 2, 5, 5, 4, 4, 4, 4, 5, 3, 2, 5, 5, 5, 5, 4, 2, 2, 4, 5, 4, 3, 5, 5, 5, 1, 4, 5, 5, 2, 4, 5, 5, 1, 4, 2, 4, 5]",filler
The implication that the belief that the artist was creating a new art form might influence the review was rejected by the scholarly journal.,2.7857,1.3154,28,"[5, 4, 4, 4, 4, 4, 4, 2, 3, 2, 4, 1, 4, 1, 2, 2, 2, 4, 1, 2, 4, 4, 1, 2, 1, 1, 4, 2]",test
The implication that the belief that the artist was creating a new art form was rejected by the scholarly journal.,2.2353,1.2324,34,"[2, 4, 2, 4, 2, 4, 4, 1, 1, 1, 2, 2, 4, 4, 2, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 4, 2, 1, 5, 2, 1, 4, 1, 1]",test
The implication that the story that the surrealist painter was offending the conservative politician might disturb the rich patrons was rejected by the gallery owner.,3.3548,1.2261,31,"[3, 4, 5, 4, 1, 2, 4, 4, 5, 5, 4, 2, 4, 2, 2, 5, 4, 5, 4, 2, 4, 4, 4, 4, 2, 3, 2, 1, 2, 3, 4]",test
The implication that the story that the surrealist painter was offending the conservative politician was rejected by the gallery owner.,2.5806,1.2852,31,"[2, 2, 4, 5, 1, 2, 4, 3, 3, 5, 3, 2, 2, 2, 1, 2, 4, 1, 2, 4, 1, 3, 2, 1, 1, 4, 3, 2, 3, 5, 1]",test
The information that the evidence that the aliens were kidnapping the children was analyzed by the conspiracy buff.,2.4118,1.282,34,"[4, 5, 5, 2, 2, 2, 1, 3, 4, 2, 2, 1, 1, 2, 2, 4, 3, 1, 3, 1, 1, 3, 2, 5, 4, 2, 2, 4, 2, 1, 1, 2, 1, 2]",test
The information that the evidence that the aliens were kidnapping the children would expose the invasion plan was analyzed by the conspiracy buff.,3.0357,1.3189,28,"[3, 2, 2, 5, 4, 2, 2, 4, 2, 5, 4, 5, 3, 3, 4, 1, 2, 2, 2, 1, 3, 1, 4, 2, 4, 5, 5, 3]",test
The interviewer who the prison warden said would advance his plans had a few surprises up his sleeve.,1.8871,1.1323,62,"[1, 5, 4, 1, 1, 4, 5, 1, 4, 1, 1, 1, 2, 1, 2, 2, 1, 3, 2, 2, 1, 1, 1, 1, 2, 4, 2, 3, 3, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 1, 1, 1, 4, 1, 2, 2, 3, 2, 3, 1, 2, 1, 2, 1, 4, 1]",filler
The judge noted that the guard confirmed that the prisoner confessed to the crime last week when testimony continued in the trial.,2.2419,1.2504,62,"[3, 3, 2, 2, 2, 4, 3, 3, 4, 1, 1, 1, 2, 4, 5, 4, 3, 3, 1, 2, 1, 2, 5, 2, 2, 2, 4, 4, 4, 1, 2, 1, 1, 1, 1, 1, 3, 1, 3, 2, 1, 2, 1, 2, 1, 3, 5, 3, 1, 3, 2, 1, 3, 1, 2, 2, 5, 1, 1, 1, 1, 1]",filler
The lawyer in the office next to the director beside the coffee machines who was retiring in a year had a beeper with a very loud beep.,3.4032,1.3239,62,"[3, 5, 5, 5, 3, 4, 5, 5, 5, 4, 4, 4, 4, 2, 4, 4, 3, 4, 1, 2, 4, 1, 5, 3, 4, 2, 5, 5, 4, 4, 2, 1, 1, 2, 1, 1, 4, 1, 5, 2, 1, 4, 3, 4, 4, 4, 4, 3, 4, 5, 3, 4, 5, 4, 5, 4, 4, 2, 2, 2, 4, 3]",filler
The light that the clown sees when the spaceships come and the heat he feels from living so close to the reactor are related.,2.2581,1.3663,62,"[4, 3, 2, 1, 4, 2, 4, 1, 2, 2, 1, 2, 2, 4, 4, 2, 1, 4, 1, 1, 1, 2, 1, 2, 2, 1, 5, 1, 3, 1, 2, 5, 1, 2, 5, 1, 3, 2, 5, 4, 1, 2, 1, 2, 1, 2, 1, 1, 2, 3, 2, 1, 2, 1, 5, 1, 1, 1, 2, 5, 2, 5]",filler
The likelihood that the idea that the dissident was publishing a newsletter terrified the rebels.,2.4516,1.3376,31,"[4, 2, 2, 5, 2, 1, 2, 2, 2, 2, 2, 2, 3, 3, 1, 5, 1, 2, 3, 5, 2, 5, 1, 4, 4, 1, 1, 1, 2, 3, 1]",test
