unit,mean,std,n,individual_ratings,item_type
A car accident blocked off one lane of the highway. John was late to pick up his daughter from school.,4.0,1.9827,30,"[5, 3, 2, 5, 7, 3, 4, 5, 4, 1, 5, 4, 6, 1, 7, 6, 2, 7, 3, 7, 2, 2, 1, 3, 6, 4, 3, 6, 1, 5]",test
A drop of water from the ceiling fell onto the outlet. The appliances in the kitchen short-circuited.,3.4,1.9046,30,"[3, 3, 1, 7, 1, 7, 4, 2, 5, 7, 5, 1, 6, 1, 4, 4, 5, 2, 3, 2, 3, 1, 4, 4, 4, 3, 3, 1, 1, 5]",test
A flight attendant collected all the empty cups. The pilot announced the descent over the intercom.,3.0667,1.8182,30,"[3, 1, 2, 3, 6, 2, 4, 3, 5, 7, 2, 1, 6, 1, 4, 6, 2, 5, 3, 4, 1, 1, 2, 1, 1, 4, 3, 5, 1, 3]",test
A garden brings color to a backyard. Flowers add beauty to a windowsill.,5.9,1.3983,30,"[7, 7, 7, 7, 7, 6, 6, 6, 5, 7, 5, 7, 7, 4, 7, 6, 2, 7, 6, 7, 7, 3, 5, 5, 7, 3, 7, 6, 5, 6]",test
A high-quality coffee shop is a staple of any town. Everyone needs their daily caffeine hit.,3.4667,1.9605,30,"[3, 2, 2, 3, 7, 2, 4, 3, 5, 7, 5, 1, 6, 1, 7, 3, 2, 5, 2, 2, 1, 4, 1, 4, 4, 6, 1, 2, 3, 6]",test
A melody was stuck in Jim's head all day. Aaron couldn't get the catchy tune out of his mind.,1.4483,1.2702,29,"[1, 1, 1, 1, 1, 1, 2, 2, 7, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1]",test
A new career training program was offered recently. Employment rates for local residents went up.,1.6552,1.1109,29,"[1, 1, 1, 1, 1, 1, 3, 2, 4, 4, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 4, 4, 1, 1, 1]",test
A new tech startup opened its doors last month. The firm specializes in software for small businesses.,2.0667,1.6386,30,"[3, 1, 1, 2, 1, 1, 2, 2, 4, 7, 3, 1, 1, 1, 6, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 6, 2, 1, 1, 1]",test
A powerful earthquake struck Japan this morning. The tremor registered a magnitude of 7.5.,4.8667,1.852,30,"[7, 5, 2, 5, 6, 5, 3, 5, 4, 7, 7, 1, 7, 2, 7, 3, 3, 7, 6, 7, 5, 5, 5, 6, 1, 4, 4, 5, 5, 7]",test
A social media platform improved its privacy settings. Users felt more secure about their personal information.,1.5,1.3326,30,"[1, 1, 1, 1, 1, 1, 1, 2, 4, 7, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",test
A teacher began using new creative methods. Student engagement and participation levels increased.,2.1333,1.7167,30,"[2, 1, 1, 1, 7, 1, 3, 2, 4, 7, 3, 1, 5, 1, 1, 1, 2, 3, 2, 1, 1, 2, 1, 1, 1, 4, 2, 1, 1, 1]",test
A well-stocked bookshelf can transform a living room. Books can provide knowledge and act as stylish décor,3.4,1.9405,30,"[3, 1, 1, 5, 5, 5, 6, 2, 4, 7, 4, 1, 7, 1, 3, 6, 2, 3, 4, 1, 1, 5, 1, 2, 1, 4, 3, 5, 4, 5]",test
Anna was reluctant to say goodbye and lingered at the door. Chris was able to walk away without hesitation.,2.2,1.6274,30,"[1, 1, 1, 2, 2, 2, 2, 2, 5, 7, 1, 1, 2, 1, 1, 5, 5, 1, 1, 1, 1, 1, 1, 3, 1, 4, 3, 4, 1, 3]",test
Artists turn blank canvases into masterpieces. Writers transform empty pages into captivating stories.,1.7,1.0222,30,"[1, 1, 2, 1, 1, 1, 4, 2, 4, 4, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 4, 1, 1, 1, 1]",test
Bradley arrived at the airport by taxi. Moving through the security line took longer than usual.,4.0667,1.964,30,"[4, 1, 1, 4, 7, 3, 2, 3, 5, 7, 5, 1, 6, 1, 7, 7, 5, 6, 3, 4, 5, 6, 1, 5, 5, 4, 4, 3, 2, 5]",test
Clean drinking water is a basic human necessity. Communities with fresh water access have fewer heath issues.,2.5333,1.6761,30,"[5, 3, 4, 2, 1, 2, 4, 2, 5, 7, 1, 2, 5, 1, 1, 1, 2, 1, 5, 2, 1, 2, 5, 1, 1, 3, 2, 1, 2, 2]",test
Emily started a new yoga class last week. The calm atmosphere helps reduce stress levels.,3.1667,1.5992,30,"[1, 1, 2, 3, 5, 4, 3, 4, 6, 7, 2, 1, 4, 2, 4, 3, 3, 5, 4, 3, 6, 3, 2, 2, 1, 4, 3, 1, 2, 4]",test
Emma found the presentation engaging and informative. Mark thought the speaker was boring and repetitive.,1.7,1.3684,30,"[2, 1, 1, 2, 1, 1, 2, 2, 5, 7, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 4, 2, 1, 1, 1]",test
Environmental activists worked to reduce water pollution. The local river was finally clean enough to swim in.,4.9333,1.9464,30,"[6, 1, 6, 7, 5, 3, 5, 6, 5, 7, 6, 4, 5, 4, 1, 5, 4, 7, 7, 7, 7, 3, 6, 2, 7, 3, 5, 1, 7, 6]",test
Good lighting can totally change the feel of a room. Bright spaces feel more open and welcoming.,3.5,1.8892,30,"[6, 1, 2, 5, 1, 2, 5, 3, 4, 7, 3, 1, 5, 1, 6, 2, 5, 2, 4, 1, 2, 5, 3, 7, 1, 5, 3, 4, 4, 5]",test
Jack started a blog about sustainable living. Practical tips help readers adopt eco-friendly practices.,2.4667,1.6344,30,"[4, 1, 3, 1, 1, 1, 4, 3, 5, 7, 1, 1, 1, 2, 1, 5, 3, 2, 4, 2, 1, 2, 4, 2, 1, 5, 1, 1, 3, 2]",test
