unit,mean,std,n,individual_ratings,item_type
A ball flying in the air can hurt.,5.5714,1.3973,7,"[5, 3, 7, 7, 6, 6, 5]",test
A ball flying in the air hurt can.,1.7273,1.1909,11,"[2, 2, 1, 1, 1, 1, 1, 2, 2, 5, 1]",test
A ball flying in the can air hurt.,1.8182,1.834,11,"[1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 7]",test
A ball flying the in air can hurt.,4.6,2.3664,10,"[7, 6, 6, 5, 1, 5, 2, 6, 7, 1]",test
A ball in flying the air can hurt.,1.7143,1.4373,14,"[1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 5, 2]",test
A find quarter or another small coin.,1.6111,1.1448,18,"[1, 1, 4, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 5, 1, 1]",test
A should women to hands with offering their avoid monk anything.,1.2143,0.4258,14,"[1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]",test
Almost everyone is a bit little ethnocentric.,3.3,2.6268,10,"[2, 1, 1, 6, 7, 1, 2, 1, 7, 5]",test
Almost everyone is a little bit ethnocentric.,5.75,2.0505,12,"[1, 2, 6, 7, 6, 6, 7, 7, 7, 6, 7, 7]",test
Almost everyone is a little ethnocentric bit.,2.6667,2.0597,12,"[1, 1, 6, 1, 5, 1, 1, 6, 3, 4, 2, 1]",test
Almost is everyone a little bit ethnocentric.,2.875,2.4749,8,"[1, 6, 7, 4, 1, 1, 2, 1]",test
Another a find coin quarter small or.,1.5385,0.7763,13,"[1, 3, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 2]",test
Bit is a almost everyone ethnocentric little.,1.0,0.0,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",test
"Change climate affects distribution of weeds, pests, and diseases.",2.8333,2.1672,12,"[1, 2, 5, 1, 1, 6, 3, 2, 1, 4, 7, 1]",test
"Climate affects change distribution of weeds, pests, and diseases.",4.6667,2.0237,15,"[7, 7, 3, 6, 5, 1, 4, 1, 3, 4, 5, 5, 7, 7, 5]",test
"Climate change affects distribution of weeds, pests, and diseases.",6.9,0.3162,10,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 6]",test
"Climate change affects distribution weeds of, pests, and diseases.",3.625,2.6693,8,"[5, 1, 1, 2, 7, 1, 7, 5]",test
"Climate change affects of distribution weeds, pests, and diseases.",1.4444,0.527,9,"[1, 2, 1, 2, 1, 1, 2, 1, 2]",test
Didn’t as well much we not Steven’s strange see interest that.,1.8571,1.4639,7,"[1, 2, 1, 1, 2, 1, 5]",test
Diseases weeds climate and of distribution affects pests change.,1.4,0.6992,10,"[1, 2, 1, 1, 1, 1, 2, 3, 1, 1]",test
Even prolonged contact eye seems to have an effect.,3.9231,2.4651,13,"[7, 1, 7, 2, 2, 2, 6, 6, 1, 4, 6, 1, 6]",test
Even prolonged eye contact seems to an have effect.,4.25,2.7646,8,"[7, 1, 7, 3, 2, 7, 6, 1]",test
Even prolonged eye contact seems to have an effect.,6.875,0.3536,8,"[7, 7, 7, 7, 6, 7, 7, 7]",test
Even prolonged eye contact seems to have effect an.,2.0,0.9258,8,"[1, 3, 1, 2, 2, 1, 3, 3]",test
Even prolonged eye seems contact to have an effect.,2.2,2.2104,15,"[1, 1, 1, 5, 1, 1, 1, 1, 1, 2, 1, 1, 7, 2, 7]",test
Everyone almost is a little bit ethnocentric.,2.9091,1.5136,11,"[4, 5, 3, 1, 1, 5, 1, 2, 3, 4, 3]",test
Find a or quarter another small coin.,1.6923,1.0495,26,"[1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 3, 2, 1, 2, 1, 2, 5, 4, 1, 2, 3, 1, 1, 1, 1, 1]",test
Find a quarter another or small coin.,1.9643,1.6439,28,"[1, 2, 1, 2, 1, 2, 1, 7, 1, 2, 2, 1, 1, 1, 2, 3, 2, 6, 1, 2, 1, 1, 1, 1, 1, 2, 1, 6]",test
Find a quarter or another small coin.,5.6875,1.8518,16,"[1, 3, 5, 5, 6, 7, 7, 7, 7, 7, 7, 3, 7, 6, 7, 6]",test
Find quarter a or another small coin.,1.8519,1.0991,27,"[2, 2, 2, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 4, 2, 2, 3, 5, 4, 2]",test
Freedom like the also in I mathematics.,1.7778,1.7159,9,"[1, 1, 1, 1, 1, 1, 3, 1, 6]",test
From go nature October to April late enthusiasts should early.,1.0,0.0,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",test
Half three the the ended points with winning Belgians second.,1.1111,0.3333,9,"[1, 1, 1, 1, 1, 2, 1, 1, 1]",test
Have atmosphere great a taste and local warm they.,1.1538,0.3755,13,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2]",test
Have even to prolonged seems contact an eye effect.,1.0,0.0,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",test
"He his slung belt around his back, and gave it a quick tug.",2.25,2.0505,12,"[1, 4, 1, 1, 1, 1, 1, 7, 1, 3, 1, 5]",test
"He slung belt his around his back, and gave it a quick tug.",3.1429,2.1931,7,"[5, 1, 1, 7, 3, 2, 3]",test
"He slung his belt around his and back, gave it a quick tug.",3.9,2.331,10,"[2, 3, 2, 6, 7, 1, 7, 6, 3, 2]",test
"He slung his belt around his back, and gave it a quick tug.",6.5455,0.6876,11,"[7, 7, 6, 6, 7, 7, 7, 7, 5, 6, 7]",test
"He slung his belt around his back, gave and it a quick tug.",3.5,2.8107,6,"[5, 7, 1, 1, 6, 1]",test
Hear could thought she Gomez laughing she.,1.0,0.0,8,"[1, 1, 1, 1, 1, 1, 1, 1]",test
I also like freedom the in mathematics.,2.5,1.8409,10,"[1, 4, 5, 1, 1, 6, 2, 1, 2, 2]",test
I also like the freedom in mathematics.,6.1333,1.0601,15,"[5, 7, 6, 7, 7, 7, 7, 6, 6, 7, 7, 4, 4, 6, 6]",test
I also like the freedom mathematics in.,1.6154,1.7097,13,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 7]",test
I also like the in freedom mathematics.,1.1429,0.378,7,"[1, 1, 1, 1, 1, 2, 1]",test
I also the like freedom in mathematics.,4.5556,2.5055,9,"[7, 1, 5, 6, 2, 6, 6, 1, 7]",test
In flying can ball a hurt air the.,1.4545,0.9342,11,"[1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 2]",test
"It's quite a large Canadian and tournament, so we went as the Gliders team.",1.9,1.4491,10,"[2, 1, 2, 1, 1, 1, 1, 1, 5, 4]",test
