word,mean,std,n,individual_ratings
A,0.35714285714285715,1.3363062095621219,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]"
A CAPPELLA,3.7142857142857144,1.8477785890862881,21,"[5, 5, 0, 4, 5, 3, 5, 5, 5, 4, 5, 4, 0, 5, 4, 3, 5, 0, 5, 5, 1]"
AARDVARK,0.058823529411764705,0.24253562503633294,17,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
ABACK,0.36363636363636365,0.9244162777371754,11,"[0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0]"
ABACUS,0.10526315789473684,0.3153017676423058,19,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
ABANDON,0.55,1.234376040972246,20,"[0, 0, 1, 0, 5, 2, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABANDONED,0.8947368421052632,1.4100723717480785,19,"[2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 3, 0, 5, 1, 0, 0, 2, 0]"
ABANDONEE,0.9411764705882353,1.675954512930397,17,"[0, 3, 0, 0, 0, 3, 0, 1, 0, 0, 0, 4, 0, 0, 0, 5, 0]"
ABANDONER,1.0,1.5718104959867516,18,"[0, 3, 5, 0, 3, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 3, 0]"
ABANDONMENT,0.7142857142857143,1.2705454396776663,21,"[2, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 2]"
ABASEMENT,1.5714285714285714,2.134746555716359,21,"[3, 3, 0, 0, 0, 0, 5, 0, 4, 0, 0, 5, 0, 5, 0, 0, 0, 5, 0, 0, 3]"
ABATEMENT,0.75,1.4880476182856899,8,"[0, 0, 0, 4, 0, 0, 2, 0]"
ABBREVIATE,1.7894736842105263,1.7184924714030627,19,"[3, 1, 3, 2, 2, 3, 0, 3, 0, 3, 0, 0, 0, 1, 0, 3, 0, 5, 5]"
ABBREVIATED,2.25,1.7434086394791457,20,"[5, 3, 2, 3, 4, 0, 0, 4, 3, 0, 4, 1, 1, 3, 0, 1, 3, 3, 5, 0]"
ABBREVIATION,1.1111111111111112,1.5676467522593478,18,"[0, 4, 2, 0, 1, 4, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0]"
ABDICATE,1.5333333333333334,1.7265434778633235,15,"[3, 5, 2, 3, 2, 0, 0, 0, 0, 0, 1, 3, 0, 0, 4]"
ABDOMEN,0.21052631578947367,0.9176629354822469,19,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ABDOMINAL,0.38095238095238093,0.9734572654303051,21,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
ABDOMINALLY,0.3157894736842105,0.9459053029269173,19,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
ABDUCT,1.85,1.8144159564878983,20,"[3, 0, 0, 2, 3, 5, 4, 0, 3, 0, 3, 2, 1, 0, 0, 0, 0, 4, 5, 2]"
ABDUCTEE,1.411764705882353,1.7341721198244626,17,"[0, 0, 0, 0, 0, 1, 2, 0, 5, 3, 5, 0, 2, 3, 0, 2, 1]"
ABDUCTION,1.4761904761904763,1.8873009198071098,21,"[0, 0, 0, 1, 2, 0, 4, 0, 0, 3, 0, 0, 4, 5, 0, 4, 0, 5, 2, 1, 0]"
ABDUCTOR,1.4444444444444444,1.9769918391399959,18,"[0, 0, 0, 0, 0, 5, 4, 0, 1, 0, 1, 5, 4, 2, 0, 4, 0, 0]"
ABHOR,1.1111111111111112,1.323493100445977,18,"[3, 0, 1, 0, 3, 0, 0, 0, 3, 1, 0, 3, 0, 0, 0, 3, 2, 1]"
ABHORRENCE,1.4705882352941178,1.7362908403700519,17,"[0, 1, 0, 5, 0, 0, 1, 3, 4, 3, 0, 0, 4, 0, 0, 2, 2]"
