unit,mean,std,n,individual_ratings,item_type
All her years in Hollywood she wanted to keep the natural look.,3.2667,1.0872,60,"[3, 2, 4, 4, 2, 5, 3, 2, 3, 4, 4, 3, 2, 5, 3, 4, 1, 2, 2, 2, 4, 5, 4, 4, 4, 4, 1, 5, 4, 2, 2, 4, 4, 4, 2, 2, 4, 4, 2, 4, 4, 3, 2, 4, 2, 4, 3, 3, 5, 4, 3, 4, 4, 4, 3, 4, 2, 5, 2, 2]",filler
All the dogs rapidly converged on one area where digging immediately started.,3.0667,1.2469,60,"[3, 1, 2, 1, 1, 5, 2, 1, 2, 4, 2, 3, 4, 5, 4, 4, 2, 3, 4, 5, 5, 4, 4, 2, 5, 4, 2, 5, 4, 1, 2, 3, 2, 1, 4, 2, 5, 4, 4, 3, 4, 3, 3, 3, 4, 4, 3, 1, 3, 2, 4, 4, 3, 4, 3, 1, 2, 4, 3, 2]",filler
Behavior which used to be the norm is now condemned as offensive.,3.8333,1.0112,60,"[4, 4, 2, 4, 4, 5, 2, 2, 4, 3, 4, 2, 3, 5, 4, 5, 4, 2, 5, 5, 5, 2, 4, 3, 4, 5, 5, 5, 5, 4, 2, 2, 4, 4, 5, 3, 4, 3, 4, 5, 2, 4, 5, 4, 5, 4, 4, 5, 5, 2, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4]",filler
Evidence from abroad showed students were prepared to take out large loans.,3.9667,0.92,60,"[4, 4, 5, 4, 4, 4, 3, 3, 4, 2, 2, 2, 5, 5, 5, 5, 5, 4, 3, 5, 5, 4, 4, 4, 4, 4, 5, 3, 5, 4, 3, 4, 5, 4, 4, 4, 4, 3, 5, 5, 4, 4, 5, 4, 4, 4, 4, 5, 5, 2, 4, 4, 3, 4, 3, 1, 5, 4, 4, 4]",filler
Friendship does not count for much in the world of big business.,4.3333,0.857,60,"[4, 5, 5, 3, 4, 5, 4, 4, 3, 4, 4, 5, 5, 5, 4, 5, 4, 2, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 4, 5, 4, 4, 2, 5, 5, 3, 2, 5, 5, 5, 4, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 4, 3, 3, 4, 4, 5, 4, 5, 5]",filler
He did not say how long the president would stay on holiday.,4.1667,0.9596,60,"[4, 4, 5, 4, 4, 5, 5, 4, 4, 2, 4, 4, 5, 5, 4, 5, 5, 4, 5, 5, 4, 5, 5, 4, 5, 4, 4, 5, 5, 5, 5, 3, 4, 5, 2, 3, 1, 1, 4, 5, 4, 5, 5, 3, 5, 4, 4, 3, 5, 5, 4, 5, 4, 4, 4, 4, 5, 4, 3, 4]",filler
He felt strong and was clearly in better shape than the opposition.,4.25,0.8562,60,"[4, 4, 4, 2, 5, 5, 4, 4, 5, 5, 4, 4, 4, 5, 4, 5, 5, 2, 5, 5, 5, 5, 4, 4, 5, 4, 5, 5, 4, 5, 4, 3, 3, 5, 3, 4, 4, 1, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 4, 4, 4, 3, 4, 5, 4, 5, 4, 4, 4]",filler
He is probably the most talented player on the planet right now.,4.4333,0.7673,60,"[5, 5, 5, 4, 4, 4, 4, 5, 5, 4, 4, 4, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 3, 3, 5, 5, 3, 5, 5, 4, 5, 4, 4, 5, 5, 3, 4, 4, 4, 3, 4, 5, 5, 4, 5, 5]",filler
He is the person who has stood up about the tax cuts.,3.05,1.2679,60,"[5, 2, 4, 2, 1, 2, 3, 5, 5, 4, 2, 2, 4, 5, 2, 4, 1, 2, 1, 4, 1, 3, 4, 3, 4, 4, 2, 4, 4, 1, 2, 4, 4, 5, 2, 1, 3, 1, 4, 2, 4, 4, 2, 4, 1, 4, 3, 4, 4, 4, 3, 3, 4, 3, 3, 3, 4, 5, 1, 2]",filler
He made sure the altar could be seen from every point inside.,4.1333,0.7912,60,"[4, 4, 4, 4, 4, 4, 2, 3, 3, 4, 4, 2, 5, 4, 5, 5, 2, 4, 5, 5, 5, 5, 4, 4, 5, 4, 5, 5, 5, 4, 4, 4, 5, 4, 2, 4, 4, 5, 5, 5, 4, 4, 4, 5, 4, 4, 4, 5, 5, 3, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4]",filler
He pioneered the technique and used it almost exclusively from then on.,4.0167,0.7917,60,"[4, 4, 2, 4, 3, 4, 5, 3, 3, 4, 4, 3, 5, 5, 5, 5, 4, 3, 5, 5, 5, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 3, 4, 3, 2, 3, 5, 4, 5, 4, 3, 4, 5, 4, 5, 4, 4, 4, 5, 3, 5, 4, 4, 3, 4, 3, 5, 4, 4, 4]",filler
He said that they were competent to carry out such an investigation.,3.8833,1.043,60,"[4, 4, 4, 3, 4, 1, 3, 2, 5, 4, 2, 4, 5, 5, 5, 5, 4, 2, 2, 5, 4, 4, 5, 4, 5, 4, 5, 4, 5, 5, 3, 3, 4, 5, 2, 4, 5, 2, 5, 5, 4, 5, 2, 4, 3, 4, 4, 5, 4, 4, 4, 4, 4, 3, 4, 4, 5, 4, 2, 4]",filler
He says the future lies in new crops that need less water.,3.6667,1.2026,60,"[2, 4, 4, 4, 4, 2, 3, 4, 4, 2, 4, 4, 5, 5, 1, 2, 4, 2, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 2, 4, 2, 3, 4, 2, 2, 4, 3, 5, 5, 3, 4, 2, 5, 4, 2, 4, 2, 5, 3, 4, 4, 1, 4, 4, 2, 4, 5, 5, 4]",filler
He was unconscious by the time fire crews arrived to free him.,4.4,0.7855,60,"[4, 5, 5, 4, 4, 4, 3, 3, 5, 3, 4, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 3, 4, 5, 1, 5, 5, 4, 5, 5, 5, 4, 5, 4, 5, 5, 5, 4, 4, 4, 4, 5, 4, 5, 4, 4, 5]",filler
Her dressing gown and slippers were laid out next to the bed.,4.5667,0.6979,60,"[5, 5, 5, 4, 5, 5, 3, 5, 5, 2, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 3, 5, 5, 3, 5, 5, 4, 4, 5, 5, 5, 4, 4, 5, 5, 4, 3, 4, 4, 4, 4, 4, 5, 5, 5, 5]",filler
