unit,mean,std,n,individual_ratings,item_type
Barbara was angry that Thomas moved.,4.1,1.2096,20,"[3, 5, 3, 5, 5, 4, 3, 5, 5, 3, 5, 5, 4, 5, 2, 5, 5, 4, 5, 1]",filler
Barbara was annoyed that Jennifer misunderstood.,4.3,0.9787,20,"[2, 5, 4, 5, 5, 4, 4, 5, 5, 4, 5, 3, 4, 5, 5, 5, 4, 2, 5, 5]",filler
Barbara was annoyed that Jennifer wanted something.,4.45,0.8256,20,"[3, 4, 2, 5, 5, 4, 4, 5, 5, 4, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5]",test
Barbara was ashamed that Robert consented.,3.55,1.3563,20,"[1, 3, 4, 5, 2, 4, 3, 4, 1, 4, 3, 5, 4, 2, 4, 5, 5, 2, 5, 5]",filler
Barbara was aware that Susan misunderstood.,4.4,1.0463,20,"[2, 5, 3, 5, 5, 3, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 2, 5, 5]",filler
Barbara was aware that Susan stole something.,4.3,1.0809,20,"[5, 5, 3, 5, 5, 1, 3, 5, 5, 5, 5, 4, 3, 5, 4, 5, 4, 5, 5, 4]",test
Barbara was certain that Mary made something.,4.25,0.7864,20,"[4, 5, 3, 5, 5, 4, 3, 4, 4, 4, 3, 4, 3, 5, 4, 5, 5, 5, 5, 5]",test
Barbara was content that Jennifer agreed.,4.15,0.7452,20,"[4, 4, 3, 4, 5, 3, 4, 4, 5, 4, 5, 5, 3, 3, 4, 5, 5, 4, 5, 4]",filler
Barbara was disappointed that David moved.,4.1579,1.3023,19,"[3, 5, 2, 5, 5, 4, 5, 5, 1, 5, 4, 3, 5, 5, 5, 5, 2, 5, 5]",filler
Barbara was elated that Lisa arrived.,4.35,1.04,20,"[2, 5, 3, 5, 5, 4, 4, 5, 5, 2, 5, 5, 5, 3, 5, 5, 5, 4, 5, 5]",filler
Barbara was elated that Lisa required something.,3.55,1.2344,20,"[5, 3, 2, 4, 2, 3, 3, 4, 1, 4, 4, 5, 2, 2, 5, 5, 4, 4, 5, 4]",test
Barbara was flabbergasted that Lisa wanted something.,3.6842,1.455,19,"[4, 4, 1, 5, 4, 2, 5, 4, 3, 4, 5, 4, 3, 1, 5, 5, 5, 5, 1]",test
Barbara was shocked that Elizabeth consented.,4.05,1.1459,20,"[2, 5, 4, 5, 5, 3, 4, 5, 5, 4, 5, 4, 3, 2, 3, 5, 5, 2, 5, 5]",filler
Charles was amused that Barbara smiled.,4.4,0.8826,20,"[4, 5, 2, 5, 5, 3, 3, 5, 4, 4, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5]",filler
Charles was angry that Nancy laughed.,4.45,0.8256,20,"[4, 5, 3, 5, 5, 5, 4, 4, 5, 4, 5, 5, 5, 5, 4, 5, 5, 4, 5, 2]",filler
Charles was concerned that Karen consented.,4.25,0.5501,20,"[4, 4, 4, 5, 4, 4, 4, 4, 5, 4, 4, 4, 4, 3, 5, 5, 4, 4, 5, 5]",filler
Charles was dubious that Joseph waited.,2.95,1.4681,20,"[2, 5, 1, 1, 2, 4, 3, 4, 3, 3, 4, 1, 5, 1, 4, 5, 4, 4, 2, 1]",filler
Charles was ecstatic that Mary wanted something.,3.6842,1.2496,19,"[3, 2, 5, 2, 4, 3, 4, 1, 4, 5, 4, 3, 5, 5, 5, 4, 2, 5, 4]",test
Charles was impressed that Michael bought something.,4.4211,0.607,19,"[4, 5, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5]",test
Charles was indignant that Robert stole something.,3.95,1.3945,20,"[5, 5, 2, 5, 5, 5, 4, 4, 2, 4, 5, 5, 3, 1, 5, 5, 4, 4, 5, 1]",test
Charles was jealous that Jennifer took something.,3.75,1.4096,20,"[4, 5, 2, 5, 4, 2, 4, 4, 1, 3, 4, 5, 2, 5, 5, 5, 5, 4, 5, 1]",test
Charles was optimistic that Elizabeth moved.,3.7,1.2607,20,"[3, 5, 3, 2, 4, 3, 4, 5, 1, 5, 4, 2, 3, 5, 5, 5, 4, 2, 5, 4]",filler
Christopher was aware that Lisa broke something.,4.5,0.8272,20,"[5, 4, 2, 5, 5, 4, 4, 5, 5, 4, 5, 5, 3, 5, 4, 5, 5, 5, 5, 5]",test
Christopher was certain that James laughed.,4.15,1.0894,20,"[2, 5, 4, 5, 5, 2, 3, 4, 5, 5, 5, 5, 5, 4, 2, 5, 4, 4, 5, 4]",filler
Christopher was content that John cried.,3.1579,1.2589,19,"[3, 2, 2, 2, 2, 2, 4, 1, 4, 4, 2, 4, 3, 2, 5, 4, 5, 5, 4]",filler
Christopher was convinced that Nancy made something.,4.35,0.9333,20,"[3, 4, 3, 5, 5, 4, 2, 4, 5, 5, 3, 5, 5, 5, 5, 5, 5, 4, 5, 5]",test
