unit,mean,std,n,individual_ratings,item_type
It was a clever solution that the student thought of.,4.0312,1.0313,32,"[5, 5, 4, 5, 4, 5, 2, 5, 3, 5, 4, 5, 4, 5, 3, 5, 4, 4, 4, 2, 5, 4, 4, 3, 5, 5, 3, 4, 4, 2, 2, 5]",test
It was a perfect wedding that the couple dreamed of.,4.08,0.9967,25,"[5, 5, 4, 4, 4, 5, 2, 4, 4, 4, 5, 2, 5, 2, 5, 4, 5, 5, 3, 4, 5, 4, 4, 5, 3]",test
It was a thunderstorm that the weather service warned of.,3.25,1.2057,28,"[5, 4, 1, 3, 4, 5, 2, 4, 4, 3, 5, 2, 5, 2, 2, 4, 2, 2, 3, 3, 5, 4, 2, 3, 2, 4, 4, 2]",test
It was clues that the detective looked for.,3.4286,1.2889,28,"[4, 5, 3, 3, 4, 5, 3, 5, 4, 3, 5, 2, 4, 3, 4, 4, 5, 2, 4, 1, 5, 5, 2, 2, 4, 2, 1, 2]",test
It was elegant dresses that her wardrobe consisted of.,2.5517,1.1208,29,"[2, 2, 1, 2, 4, 5, 3, 2, 2, 4, 2, 1, 4, 3, 3, 1, 4, 2, 4, 3, 1, 2, 2, 2, 4, 2, 3, 1, 3]",test
It was experienced professionals that the team consisted of.,2.8571,1.2683,28,"[4, 2, 4, 2, 2, 5, 1, 2, 3, 2, 3, 3, 5, 5, 2, 1, 4, 2, 2, 2, 1, 3, 2, 5, 4, 2, 4, 3]",test
It was for clues that the detective looked.,2.5455,1.1434,22,"[3, 2, 2, 1, 5, 2, 4, 3, 2, 2, 1, 2, 2, 4, 2, 2, 2, 4, 4, 2, 4, 1]",test
It was for repairs that the customer paid.,2.3704,0.8835,27,"[1, 3, 2, 2, 2, 4, 2, 2, 2, 4, 3, 3, 3, 3, 3, 4, 2, 1, 2, 1, 3, 2, 2, 2, 3, 2, 1]",test
It was for the bus that the nurse waited.,2.4444,1.05,27,"[4, 2, 4, 2, 4, 2, 2, 1, 2, 3, 4, 2, 4, 1, 4, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 4, 3]",test
It was for the exam that the student studied.,2.7857,1.1661,28,"[3, 2, 3, 2, 2, 5, 2, 5, 2, 2, 3, 5, 2, 2, 5, 2, 4, 3, 2, 4, 1, 2, 2, 2, 4, 2, 2, 3]",test
