unit,mean,std,n,individual_ratings
What did Barbara advise that Susan would break?,4.8,1.6733,50,"[3, 5, 7, 7, 4, 4, 7, 7, 6, 5, 4, 6, 6, 3, 7, 1, 5, 6, 1, 5, 4, 2, 6, 1, 5, 6, 3, 5, 5, 6, 6, 5, 3, 5, 5, 7, 4, 7, 7, 3, 4, 6, 4, 5, 5, 7, 2, 5, 3, 5]"
What did Barbara answer that Elizabeth bought?,3.48,1.9722,50,"[3, 3, 5, 3, 2, 5, 4, 6, 2, 6, 3, 5, 1, 3, 1, 1, 6, 2, 1, 2, 1, 1, 4, 1, 4, 5, 1, 7, 3, 5, 4, 4, 1, 2, 5, 6, 1, 1, 4, 1, 7, 6, 4, 7, 5, 7, 1, 3, 4, 5]"
What did Barbara attest that Charles bought?,4.8571,1.5649,49,"[5, 3, 7, 6, 5, 6, 5, 4, 6, 6, 5, 6, 6, 4, 6, 7, 6, 5, 6, 5, 1, 1, 7, 6, 2, 3, 6, 5, 5, 6, 6, 5, 6, 2, 4, 3, 3, 4, 3, 4, 5, 4, 7, 6, 7, 3, 4, 4, 7]"
What did Barbara bark that David broke?,2.76,1.7385,50,"[5, 2, 6, 2, 1, 3, 5, 4, 1, 2, 3, 5, 1, 4, 1, 6, 3, 1, 1, 4, 2, 2, 6, 1, 3, 1, 1, 6, 2, 5, 1, 6, 2, 1, 3, 5, 1, 1, 1, 1, 4, 3, 3, 1, 1, 5, 1, 2, 3, 4]"
What did Barbara call that Thomas bought?,2.1633,1.742,49,"[1, 2, 1, 2, 3, 3, 1, 2, 1, 2, 2, 1, 1, 3, 7, 7, 3, 1, 1, 1, 3, 1, 2, 1, 3, 1, 1, 2, 1, 7, 2, 7, 3, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 1, 2, 5, 2]"
What did Barbara daydream that Michael bought?,4.6,1.7321,50,"[5, 3, 7, 5, 5, 5, 7, 3, 5, 6, 3, 6, 1, 4, 7, 7, 3, 5, 1, 4, 2, 2, 6, 7, 3, 5, 4, 5, 6, 6, 6, 3, 5, 4, 5, 6, 2, 3, 6, 1, 7, 5, 3, 6, 4, 7, 7, 3, 4, 5]"
What did Barbara grant that Mary bought?,2.6,1.5748,50,"[2, 3, 2, 2, 1, 4, 1, 4, 2, 4, 3, 3, 2, 2, 1, 7, 5, 3, 1, 2, 2, 1, 4, 1, 6, 1, 1, 3, 3, 5, 1, 5, 2, 2, 2, 1, 1, 1, 3, 1, 4, 6, 4, 1, 2, 1, 1, 3, 3, 5]"
What did Barbara hate that Susan broke?,5.42,1.4295,50,"[6, 5, 6, 4, 4, 5, 7, 7, 5, 6, 3, 6, 3, 4, 7, 7, 4, 3, 6, 5, 5, 7, 6, 7, 6, 7, 5, 2, 5, 7, 7, 5, 7, 6, 7, 7, 4, 3, 6, 4, 5, 3, 3, 6, 7, 7, 7, 6, 5, 6]"
What did Barbara reply that Richard bought?,3.92,1.7302,50,"[4, 4, 6, 2, 5, 6, 4, 1, 4, 5, 3, 5, 5, 2, 2, 7, 4, 2, 6, 3, 4, 1, 5, 1, 5, 5, 1, 2, 6, 2, 6, 3, 4, 4, 3, 4, 1, 1, 5, 3, 7, 5, 4, 5, 6, 7, 6, 4, 3, 3]"
What did Barbara sneer that Lisa bought?,2.74,1.6469,50,"[5, 2, 5, 4, 1, 6, 3, 3, 1, 1, 2, 5, 1, 2, 1, 6, 3, 2, 1, 1, 4, 1, 4, 1, 3, 4, 1, 2, 2, 5, 2, 2, 3, 1, 3, 5, 1, 1, 2, 1, 1, 4, 4, 5, 2, 7, 1, 3, 3, 4]"
What did Charles answer that David sold?,3.54,2.0805,50,"[3, 3, 1, 5, 1, 5, 7, 7, 1, 6, 3, 5, 3, 2, 1, 7, 4, 1, 1, 2, 1, 2, 3, 1, 5, 2, 6, 5, 6, 5, 2, 7, 1, 6, 5, 1, 1, 1, 4, 4, 1, 5, 4, 1, 5, 7, 5, 6, 3, 4]"
What did Charles corroborate that Patricia broke?,3.94,1.7483,50,"[5, 2, 5, 6, 4, 5, 5, 1, 2, 6, 5, 5, 2, 3, 1, 4, 5, 5, 1, 5, 4, 2, 6, 1, 6, 7, 2, 6, 5, 6, 2, 5, 2, 6, 4, 5, 1, 7, 5, 4, 4, 3, 4, 5, 4, 2, 1, 2, 5, 4]"
What did Charles panic that Sarah would buy?,3.5102,1.853,49,"[3, 1, 4, 4, 5, 6, 2, 7, 4, 3, 6, 3, 4, 3, 7, 2, 1, 1, 1, 2, 1, 1, 3, 5, 1, 2, 3, 3, 6, 5, 5, 1, 4, 6, 1, 1, 5, 4, 4, 4, 4, 3, 6, 5, 7, 6, 3, 2, 2]"
What did Charles picture that Susan bought?,4.92,1.6473,50,"[3, 5, 5, 4, 4, 5, 7, 7, 6, 6, 4, 5, 4, 4, 7, 7, 5, 3, 4, 7, 4, 1, 6, 6, 6, 3, 5, 6, 6, 6, 7, 7, 2, 1, 6, 7, 1, 5, 6, 4, 4, 3, 4, 6, 4, 7, 4, 5, 5, 7]"
What did Charles weep that William sold?,2.6327,1.6124,49,"[2, 2, 1, 2, 1, 3, 5, 1, 1, 4, 3, 5, 1, 2, 4, 1, 3, 1, 1, 1, 2, 1, 6, 1, 4, 3, 1, 3, 3, 4, 3, 7, 1, 1, 3, 1, 1, 3, 6, 3, 1, 3, 4, 1, 5, 4, 3, 2, 5]"
What did Christopher beam that William broke?,2.22,1.4183,50,"[2, 2, 1, 1, 1, 2, 1, 1, 4, 3, 2, 2, 1, 3, 1, 1, 1, 5, 1, 1, 1, 1, 3, 1, 1, 7, 1, 3, 2, 5, 3, 2, 3, 1, 3, 3, 2, 1, 1, 1, 4, 3, 3, 3, 1, 5, 1, 2, 5, 3]"
What did Christopher believe that Sarah bought?,5.94,1.3625,50,"[5, 5, 7, 7, 5, 7, 7, 7, 5, 6, 6, 6, 4, 5, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 4, 3, 5, 6, 7, 6, 7, 7, 7, 7, 7, 7, 5, 6, 7, 5, 4, 6, 3, 6, 7, 7, 5, 6, 4, 7]"
