unit,mean,std,n,individual_ratings,item_type
"An inventive present for her grandchildren, the grandmother thought of.",2.4348,1.1995,23,"[2, 1, 2, 2, 4, 1, 2, 4, 1, 2, 2, 3, 2, 2, 2, 3, 5, 2, 2, 5, 4, 1, 2]",test
"At the restaurant, the chef worked.",3.3,1.3018,20,"[4, 1, 3, 5, 2, 1, 4, 5, 5, 2, 4, 2, 3, 4, 2, 3, 3, 5, 4, 4]",test
"Becoming a scientist, the young girl dreamt of.",2.75,1.2946,28,"[4, 2, 4, 4, 4, 2, 2, 2, 1, 4, 2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 4, 5, 2, 3, 5, 5, 1, 4]",test
"Expensive clay, the mug was made of.",2.5,1.1504,18,"[1, 3, 3, 2, 2, 3, 3, 2, 3, 2, 1, 1, 1, 3, 2, 4, 5, 4]",test
"Experienced professionals, the team consisted of.",2.16,0.9866,25,"[5, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 3, 2, 2, 1, 2, 2, 2, 3, 2, 5, 2, 1, 2, 2]",test
"For the exam, the student studied.",3.2222,1.05,27,"[5, 2, 3, 5, 3, 4, 3, 4, 3, 2, 3, 3, 4, 2, 4, 3, 3, 5, 4, 2, 2, 3, 4, 2, 2, 5, 2]",test
"For the fellowship, the student applied.",2.4444,0.9337,27,"[2, 3, 2, 4, 1, 4, 2, 1, 4, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2, 3, 3, 4, 3, 2, 2, 1, 2]",test
"For the patients, the nurse cared.",2.8333,1.1769,30,"[5, 4, 2, 3, 3, 2, 4, 1, 2, 4, 4, 3, 2, 2, 4, 1, 2, 3, 3, 2, 5, 3, 3, 2, 2, 5, 4, 1, 2, 2]",test
"From the tree branch, the bird sang.",3.7188,1.1705,32,"[4, 3, 5, 5, 4, 4, 1, 2, 4, 5, 2, 5, 5, 4, 5, 3, 4, 5, 5, 3, 2, 4, 4, 3, 4, 3, 3, 2, 2, 4, 5, 5]",test
"In the classroom, the teacher taught.",4.0526,1.1773,19,"[5, 4, 1, 2, 4, 5, 2, 4, 4, 5, 5, 4, 5, 4, 4, 5, 5, 5, 4]",test
"In the pool, the swimmer trained.",3.1364,0.9902,22,"[4, 4, 3, 4, 2, 4, 4, 2, 2, 3, 1, 4, 4, 4, 2, 3, 4, 2, 3, 2, 4, 4]",test
"In the tournament, the athlete competed.",3.0455,1.2527,22,"[2, 5, 2, 4, 2, 4, 4, 2, 4, 3, 3, 3, 1, 3, 2, 4, 2, 2, 5, 1, 4, 5]",test
"Of an inventive present for her grandchildren, the grandmother thought.",1.6667,0.9608,27,"[1, 4, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 4, 2, 4, 2, 2, 1, 2]",test
"Of becoming a scientist, the young girl dreamt.",2.2727,0.9847,22,"[2, 3, 2, 2, 1, 3, 4, 1, 2, 1, 1, 4, 2, 2, 2, 2, 4, 2, 2, 2, 4, 2]",test
"Of expensive clay, the mug was made.",2.2812,1.0234,32,"[2, 1, 3, 2, 2, 4, 1, 2, 2, 1, 2, 1, 1, 3, 5, 3, 3, 3, 1, 2, 3, 2, 2, 2, 4, 2, 2, 2, 1, 4, 3, 2]",test
"Of experienced professionals, the team consisted.",2.375,1.0555,24,"[1, 3, 2, 2, 2, 4, 2, 1, 1, 2, 2, 1, 3, 4, 2, 2, 2, 4, 3, 2, 2, 5, 2, 3]",test
"Of some math shortcuts, the clever student took advantage.",2.3636,1.0931,22,"[3, 3, 5, 5, 2, 3, 3, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 1, 3, 2]",test
"Of the approaching lions, the antelope were aware.",2.5833,1.018,24,"[4, 4, 3, 2, 4, 2, 1, 3, 3, 2, 2, 2, 2, 1, 3, 3, 2, 3, 2, 3, 2, 5, 3, 1]",test
"Of the clown, the child was afraid.",2.3333,1.1767,27,"[4, 2, 3, 2, 1, 2, 2, 4, 2, 2, 1, 1, 2, 2, 5, 1, 1, 1, 2, 2, 2, 4, 2, 2, 3, 5, 3]",test
"Of the cool band, the hipsters heard.",1.9,1.2096,20,"[4, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 5, 4, 2, 2]",test
"Of the junk in the garage, the family got rid.",1.7333,1.0483,30,"[1, 2, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 4, 3, 2, 2, 1, 5, 3, 1, 1, 1]",test
"Of the large language model, the teacher disapproved.",2.7895,0.9177,19,"[3, 3, 1, 1, 3, 4, 2, 2, 3, 3, 3, 4, 3, 2, 4, 4, 2, 3, 3]",test
"Of the strike, the labor union approved.",2.5,1.0,28,"[4, 4, 3, 2, 3, 1, 2, 2, 3, 2, 3, 2, 2, 2, 1, 2, 2, 3, 2, 4, 3, 4, 2, 2, 2, 5, 1, 2]",test
