unit,mean,std,n,individual_ratings,item_type
All her years in Hollywood she wanted to keep the natural look.,3.25,1.2436,60,"[2, 5, 4, 1, 2, 2, 1, 4, 2, 5, 3, 4, 3, 3, 3, 4, 4, 4, 2, 1, 4, 3, 3, 5, 2, 4, 3, 2, 5, 4, 2, 2, 5, 2, 5, 2, 3, 3, 2, 3, 3, 5, 5, 5, 4, 3, 3, 5, 5, 3, 3, 1, 4, 2, 5, 3, 5, 2, 4, 2]",filler
All the dogs rapidly converged on one area where digging immediately started.,2.9333,1.177,60,"[2, 5, 3, 2, 2, 3, 3, 4, 2, 4, 3, 2, 3, 3, 2, 4, 1, 2, 3, 3, 1, 2, 1, 5, 2, 3, 4, 3, 4, 1, 3, 4, 4, 4, 4, 4, 2, 4, 2, 4, 2, 3, 2, 5, 4, 3, 5, 5, 5, 1, 3, 2, 2, 2, 4, 1, 2, 4, 2, 2]",filler
Behavior which used to be the norm is now condemned as offensive.,3.9833,1.0167,60,"[3, 5, 4, 1, 4, 5, 4, 5, 5, 5, 3, 4, 4, 4, 4, 5, 4, 3, 4, 4, 5, 4, 3, 5, 4, 2, 4, 5, 4, 4, 4, 5, 5, 5, 4, 5, 4, 5, 3, 5, 4, 5, 1, 5, 4, 5, 3, 2, 4, 4, 4, 2, 2, 3, 5, 4, 4, 5, 4, 4]",filler
Evidence from abroad showed students were prepared to take out large loans.,4.1667,0.8471,60,"[3, 5, 3, 4, 5, 5, 4, 5, 4, 5, 4, 5, 4, 4, 4, 4, 4, 5, 4, 1, 4, 4, 4, 5, 4, 3, 5, 5, 5, 4, 4, 4, 5, 5, 5, 4, 5, 4, 3, 5, 4, 5, 4, 5, 2, 4, 4, 4, 5, 4, 4, 4, 4, 3, 4, 4, 5, 5, 2, 5]",filler
Friendship does not count for much in the world of big business.,4.1167,0.9037,60,"[3, 5, 4, 2, 4, 5, 4, 5, 5, 5, 4, 5, 2, 3, 4, 4, 4, 3, 5, 3, 4, 4, 3, 5, 4, 4, 5, 4, 5, 4, 4, 4, 5, 5, 5, 4, 5, 5, 4, 5, 3, 5, 3, 5, 4, 4, 3, 5, 1, 5, 4, 4, 4, 4, 4, 5, 4, 5, 3, 5]",filler
He did not say how long the president would stay on holiday.,4.2,1.0861,60,"[5, 5, 4, 1, 4, 5, 5, 5, 5, 5, 3, 5, 3, 4, 4, 5, 5, 5, 4, 5, 5, 5, 2, 5, 4, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 4, 4, 2, 5, 3, 4, 4, 5, 4, 5, 5, 5, 1, 4, 4, 4, 4, 5, 4, 2, 4, 5, 1, 4]",filler
He felt strong and was clearly in better shape than the opposition.,4.25,0.7507,60,"[3, 5, 4, 3, 5, 5, 5, 5, 4, 5, 2, 4, 4, 4, 4, 5, 4, 4, 4, 5, 4, 4, 4, 5, 4, 4, 5, 3, 4, 5, 3, 5, 5, 5, 5, 4, 4, 5, 4, 5, 5, 4, 3, 5, 4, 4, 4, 5, 5, 4, 4, 2, 4, 4, 5, 5, 4, 5, 4, 4]",filler
He is probably the most talented player on the planet right now.,4.5,0.7702,60,"[3, 5, 4, 3, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 5, 4, 4, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 3, 5, 5, 4, 5, 5, 3, 4, 4, 3, 4, 5, 5, 3, 5, 5, 2, 5]",filler
He is the person who has stood up about the tax cuts.,2.7667,1.1404,60,"[5, 4, 2, 3, 2, 3, 2, 4, 2, 2, 3, 4, 2, 2, 2, 2, 4, 3, 1, 1, 3, 2, 1, 2, 2, 2, 5, 4, 3, 2, 4, 2, 4, 2, 4, 2, 2, 4, 2, 4, 1, 5, 4, 5, 2, 3, 3, 2, 5, 2, 2, 2, 2, 2, 2, 2, 5, 3, 2, 3]",filler
He made sure the altar could be seen from every point inside.,4.2667,0.9181,60,"[2, 5, 3, 2, 3, 4, 5, 5, 3, 5, 5, 4, 4, 4, 4, 5, 5, 4, 2, 5, 4, 4, 3, 5, 4, 4, 5, 5, 4, 4, 4, 5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 5, 2, 5, 4, 5, 2, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 4, 4, 5]",filler
He pioneered the technique and used it almost exclusively from then on.,4.25,0.7946,60,"[3, 4, 4, 2, 5, 5, 5, 5, 5, 5, 3, 5, 5, 4, 4, 5, 4, 3, 4, 5, 4, 4, 4, 5, 2, 4, 5, 4, 5, 4, 4, 4, 5, 5, 5, 5, 3, 5, 3, 5, 4, 4, 4, 5, 4, 3, 4, 4, 5, 4, 5, 4, 4, 4, 5, 5, 3, 5, 4, 5]",filler
